"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66"
"21" 0.38256355 0.73790244 0.055723418 1.555365 -0.50529044 -0.61578935 -0.21276652 -0.48561921 -0.22613755 -0.50398813 -0.5285282 -0.23394129 -0.58197816 -0.17203761 -0.23080588 -0.079898246 -0.82784121 -0.34277528 -0.46472687 -0.48039051 -0.22469447 0.72231482 0.24751927 -0.17081249 0.42766832 -0.038137411 0.77953068 0.53097879 0.77264575 0.71916286 0.23587918 -0.33164121 0.56979195 -1.1196364 -1.0493765 -1.0400156 -1.0319767 -1.2088327 -1.1302037 -1.1395795 -1.312689 -1.2109969 -1.2132995 -1.1328574 -1.1358811 -1.0885625 -1.3032981 -1.1293279 -1.1081185 -1.3883414 -1.1579504 -1.1236641 -1.1887596 -1.0231199 -0.97467066 -1.2147114 -1.156099 -1.2831288 -1.4151406 -1.4872839 0.67055497 0.59543397 0.87343077 691 1 3
"22" 0.48418131 0.83934337 -0.1411351 2.1658982 -0.43568773 -0.55146332 -0.17328521 -0.34781558 -0.22613755 -0.13619096 -0.47839147 -0.23394129 -0.52828502 0.023244917 -0.23080588 0.36968905 -0.86252512 -0.32946418 -0.37379398 -0.47663299 0.053097811 0.44032108 0.071033276 -0.20858571 0.51544688 0.0067130158 -0.26851432 0.28104121 0.74990853 0.10194615 0.30537499 -0.14132332 0.82529821 -0.85681474 -0.90116042 -0.83628949 -0.94166506 -1.1691406 -0.97866221 -0.88740131 -1.154965 -1.0141181 -1.2265879 -1.2189424 -1.0081776 -1.1758384 -1.1791476 -1.1970012 -0.98976556 -0.99717844 -1.05551 -0.74794397 -0.94386767 -0.80453976 -0.82041508 -1.2307464 -0.91190223 -0.89919814 -1.3959586 -1.1914513 0.67055497 0.59543397 0.87343077 691 1 3
"23" 0.43837003 0.92951309 0.15754679 1.8021763 -0.33376101 -0.46098741 -0.023911553 -0.25412419 -0.22613755 -0.033690107 -0.20288582 -0.23394129 0.011022198 -0.0037500877 -0.23080588 0.13270609 -0.79567265 -0.15568805 -0.3159031 -0.38034589 -0.016908498 0.23191959 -0.22107499 -0.28589218 0.44631738 -0.074179149 0.57635681 0.41402722 0.75934693 0.58877129 -0.11518271 -0.45327044 0.51987908 -0.8843861 -0.75785878 -0.50904133 -0.89830086 -1.0573235 -0.74385346 -0.87239691 -1.2800323 -1.0331409 -1.05353 -0.75066253 -0.58873589 -0.97222346 -1.1140962 -0.76130503 -0.81541685 -1.1956505 -1.2085849 -0.79629136 -0.91576275 -0.45153896 -0.81432231 -1.0591183 -0.69999895 -0.99265621 -1.4831785 -1.1455381 0.67055497 0.59543397 0.87343077 691 1 3
"24" 0.27011766 0.85061458 0.3272524 1.2955636 -0.49271003 -0.66758013 -0.082269468 -0.42761799 -0.22613755 -0.36855714 -0.49712708 -0.23394129 -0.33204372 -0.14944916 -0.23080588 -0.14849858 -0.78974409 -0.35174413 -0.46718931 -0.4737082 -0.25005292 0.29471699 0.41442176 -0.19809656 0.50502279 -0.61057544 0.78171542 1.1341385 1.0296952 0.49521976 -0.087973031 -0.46337931 0.49549459 -1.1985226 -1.1312201 -0.93727013 -1.0778658 -1.1755658 -0.95971755 -0.84878574 -1.3154391 -1.1128758 -1.2124264 -1.2783703 -1.13745 -1.0722393 -1.268931 -0.93925133 -0.75504574 -1.3470676 -1.0800863 -1.2572817 -1.1913475 -0.77996592 -1.0811012 -1.1320063 -0.96982618 -1.052434 -1.3939632 -1.3375839 0.67055497 0.59543397 0.87343077 691 1 3
"25" -0.15217911 1.4367177 1.2911803 0.80194105 -0.04496393 0.0051543913 0.036738128 0.040360737 -0.22613755 0.39532929 0.076338629 -0.23394129 0.4505457 0.24593898 -0.23080588 0.14631277 -0.91022901 1.8752147 0.010051065 0.067122389 -0.16216838 -0.010872375 0.52233206 -0.29663363 0.49357317 -0.0099140788 0.42961128 -0.34679179 0.45875252 0.3166593 0.80686856 -0.078824514 0.71111025 -0.41381522 -0.38136338 -0.40132465 -0.16071968 -0.22115237 -0.29945372 -0.16680688 0.02294709 -0.066582788 -0.34764748 -0.31609092 -0.34035091 -0.16082229 -0.20107167 -0.23613152 -0.43290241 -0.11391778 -0.48811411 -0.60345692 -0.64911894 -0.5145314 -0.079939336 -0.20537452 -0.35624564 0.48582564 0.5720757 0.80256799 0.57023361 -1.4701504 -1.1403124 812 1 4
"26" -0.22214544 1.1436662 1.0196513 0.64606024 -0.30354263 -0.29834549 -0.10549957 -0.23592548 -0.22613755 -0.01838455 -0.19625596 -0.23394129 0.026702496 -0.043287498 -0.23080588 -0.061756009 -0.90769733 0.80273392 -0.22391077 -0.17251165 -0.27230034 0.10197334 -0.37092587 -0.29611135 0.42446877 0.075424717 -0.42841563 -0.24164849 0.46163572 0.51908641 -0.1903481 -0.38943185 0.49042526 -0.70514218 -0.60691138 -0.6378195 -0.68593684 -0.62121246 -0.34751881 -0.85976768 -0.34712619 -0.12015585 -0.66924091 -0.53603368 -0.58342733 -0.66727801 -0.59481402 -0.27280883 -0.92901369 -0.27466399 -0.45896537 -0.79832783 -0.9431578 -0.74682566 -0.72120868 -0.71329711 -0.46285381 -0.62456803 -0.745123 1.0246747 0.57023361 -1.4701504 -1.1403124 812 1 4
"27" -0.095539698 0.84497898 0.83636925 0.30831848 -0.14439758 -0.19462951 0.24778057 -0.16926157 -0.22613755 -0.159845 -0.18317001 -0.23394129 -0.11822147 0.1746892 -0.23080588 0.18543196 -0.84737255 0.74367297 -0.23068373 -0.22386196 -0.15872246 0.49144964 -0.10191503 -0.51362518 0.20817957 0.23899766 0.24072665 -0.46510574 0.30439282 1.0880619 -0.73558699 -0.48596881 0.20284838 -0.38810248 -0.45418252 -0.60420098 -0.72242274 -0.74040913 -0.69529231 -0.29914768 -0.40179198 -0.55080717 -0.38936316 -0.55447459 -0.67528835 -0.73202224 -0.76761518 -0.66744046 -0.24313503 -0.37269751 -0.42481617 -0.32325561 -0.15894686 -0.31946414 -0.66726452 -0.6596335 -0.67888286 -0.48051237 -0.43670693 -1.0571783 0.57023361 -1.4701504 -1.1403124 812 1 4
"28" -0.18383054 0.4054016 0.72775766 -0.49706573 0.30105855 0.32147867 0.30331071 0.1090845 -0.22613755 0.13513482 0.11599671 -0.23394129 0.18398064 0.17605502 0.86626295 -0.074795742 -0.80195826 1.468211 -0.23396696 -0.11864452 -0.44573506 0.40846641 0.64234024 -0.57055229 0.17712048 0.43691277 0.59800018 -0.58945625 0.16647244 0.5437227 7.5417544e-15 0.39920165 0.36101537 -0.36339436 -0.17111043 -0.46291646 -0.50352028 -0.19776166 -0.19466565 -0.64976937 -0.047776832 -0.1299262 -0.33180511 -0.16835456 -0.43026973 -0.49335582 -0.19485802 -0.14689188 -0.61712755 -0.015571184 -0.06148373 -0.90975199 0.071230337 -0.46960108 -0.79530569 -0.3331692 -0.61496501 -1.3272341 -1.4178372 -1.1886757 0.57023361 -1.4701504 -1.1403124 812 1 4
"29" -0.15884257 -0.71608426 -0.53485213 -0.66593661 -0.091007498 -0.086318899 -0.66924882 -0.46289882 -0.22613755 -0.51558325 -0.46125472 -0.23394129 -0.48266961 -0.75881352 -0.23080588 -0.77667352 -0.78627983 -0.32492736 -0.56071335 -0.49404742 -0.49244766 -0.13052188 0.97298144 -0.53162628 0.24781458 -0.11433508 0.87671569 -0.554528 0.23474191 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -1.3859785 -0.97210486 -1.0071492 -1.2787555 -1.1924984 -0.97621041 -1.1629989 -0.54067339 -0.32347359 -1.3484645 -0.95731008 -0.97155442 -1.2872297 -1.2029176 -0.94430375 -1.147063 -0.53836135 -0.28807662 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.57023361 -1.4701504 -1.1403124 812 1 4
"30" -0.19882333 -0.42303268 -0.23617024 -0.56201607 2.9156217 2.8219376 4.7196947 1.4878179 -0.22613755 1.2450196 1.4656816 -0.23394129 1.3210398 0.95124771 9.5395022 1.4967755 0.29066584 0.33748126 0.75587257 1.0174792 -0.30129332 1.3647362 -1.2904015 -0.59088338 0.16098932 1.3933148 -1.2849321 -0.5831273 0.2100542 1.4977601 -0.9198168 -0.090059242 -0.038266526 2.1896066 2.531555 2.1239543 1.2883523 2.0238359 1.8623773 1.2438253 1.9855775 2.3004568 2.2612382 2.4184667 2.1281894 1.2576764 2.1432088 1.9148414 1.2132738 1.8733596 2.2489672 0.030541737 4.6868291 2.59267 1.83683 -1.0152616 1.3309399 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.93807861 0.59543397 -1.1403124 262 0 5
"31" -0.23047476 -0.10180306 0.021782295 -0.31520478 2.884025 2.7798262 3.8304647 2.51286 -0.22613755 1.0775861 2.3871621 -0.23394129 1.1495069 3.5646974 -0.23080588 1.8533838 0.35428399 0.6555488 3.271994 3.2601161 1.762503 3.181441 -0.7692133 -0.55078911 0.25685785 3.1308304 -0.95931708 -0.5822824 0.24395637 2.4301584 -0.84256597 -0.32955094 0.43194466 4.1235999 4.012169 3.2687761 3.121261 2.930939 2.606944 1.0919282 0.37848051 0.49353907 3.872545 4.0859757 3.3580078 2.6157259 2.6410577 2.8908206 0.9844393 -0.016069341 0.26431232 5.6771982 4.5305944 3.1938726 6.0403164 5.3135054 -0.04765209 1.8125501 2.2369636 1.6324854 0.93807861 0.59543397 -1.1403124 262 0 5
"32" 0.28927511 -0.11870988 -0.10719397 -0.10736369 2.8514468 2.8620327 3.1705689 1.6426519 -0.22613755 1.3257216 1.720806 -0.23394129 1.4037178 1.8845009 3.513003 2.1566994 0.85356371 0.25668508 1.6825292 1.9611019 0.14936805 0.99823135 -0.97126995 -0.54489746 0.31236626 1.6011218 -1.9036795 -0.55820418 0.25004393 -0.20007453 2.15335 -0.3567789 0.7067303 3.2916185 2.8258908 2.0219836 0.44974103 2.0335329 1.4734507 0.21655498 1.1953665 1.9354267 3.7762082 3.0942108 2.4234876 0.18806773 1.9431177 1.3038557 0.25053938 1.2734054 1.9587145 1.5078511 2.5207272 0.84338252 1.2937689 2.8463135 2.3526441 0.24072208 1.2987597 2.1866216 0.93807861 0.59543397 -1.1403124 262 0 5
"33" -0.1929928 -0.2088796 0.014994071 -0.549026 2.1434145 2.2587088 1.1029884 0.85770456 -0.22613755 0.92638574 0.8548932 -0.23394129 0.99460452 -0.52847111 4.078756 -0.10767855 0.61766314 0.328086 0.11185687 0.31177939 -0.48332499 0.23688796 0.30245731 -0.55588101 0.21632989 0.33654647 0.019119323 -0.60033176 0.16269391 2.6772242 -3.6274568 -0.22821641 -0.22953708 0.59127168 0.35444974 0.69729699 1.0550674 1.1596071 0.565195 0.5854613 -0.14526726 1.3930367 0.64515376 0.4251807 0.7939578 0.91010555 1.239831 0.62567647 0.56762597 -0.16088134 1.3715946 -1.0807186 -0.7924601 -0.7296585 2.5167318 0.091845253 0.12930555 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.93807861 0.59543397 -1.1403124 262 0 5
"34" 1.2179948 -0.54701604 -0.33120539 -0.66593661 2.7925835 2.8276561 -0.66924882 0.66286942 6.3817337 0.90690594 0.65037662 6.3429693 0.97464778 -0.75881352 -0.23080588 -0.77667352 1.1846008 -0.077806208 -0.37254022 -0.26762067 -0.49244766 0.26463701 0.5770553 -0.59663374 0.071008842 0.27684098 0.51001833 -0.61902798 0.059376703 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -0.32561377 -0.091468814 -0.29176232 1.6178775 0.88274636 1.3677965 0.46070245 0.74631763 0.48751766 -0.31635948 -0.074062887 -0.25844025 1.6083812 0.87188681 1.374237 0.44527681 0.6902827 0.49606017 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.93807861 0.59543397 -1.1403124 262 0 5
"35" -0.14051805 3.5500705 4.6038339 -0.66593661 0.26736425 0.27582896 -0.66924882 0.028564878 -0.22613755 0.30674259 0.024037393 -0.23394129 0.35979004 -0.75881352 -0.23080588 -0.77667352 -0.58813599 4.4908144 -0.083492433 0.080187511 -0.49244766 -0.27066747 1.6458385 -0.50750182 0.48075674 -0.25306813 1.4998998 -0.53059187 0.46578615 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -0.80044442 -0.87618027 -0.91580284 -0.64257725 -0.72166802 -0.53656783 -0.4664237 -0.18577957 0.44220546 -0.77853546 -0.86110106 -0.88049821 -0.65127595 -0.7321872 -0.50943761 -0.46394208 -0.19955698 0.4522484 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.035186342 0.085413129 -1.1403124 104 0 6
"36" -0.20382092 3.5106213 4.5563164 -0.66593661 0.20462502 0.21242866 -0.66924882 -0.17116391 -0.22613755 0.031706364 -0.17318329 -0.23394129 0.078019835 -0.75881352 -0.23080588 -0.77667352 -0.59630621 4.2131585 -0.15323259 -0.003730092 -0.49244766 -0.15589994 1.10753 -0.53189568 0.40861024 -0.13945734 1.0013313 -0.5547953 0.39422748 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -0.93450137 -0.84889692 -0.84200743 -0.8684696 -0.74786534 -0.55725081 -0.98781863 -0.52198458 -0.50744203 -0.90901967 -0.83373682 -0.80693725 -0.87708859 -0.75837895 -0.52989588 -0.97526636 -0.52051982 -0.46595329 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.035186342 0.085413129 -1.1403124 104 0 6
"37" -0.32542907 3.3584599 4.3730343 -0.66593661 0.055707245 0.061941758 -0.66924882 -0.34674129 -0.22613755 0.20238651 -0.34655585 -0.23394129 0.25287892 -0.75881352 -0.23080588 -0.77667352 -0.63974802 3.6210643 -0.25240817 -0.12306702 -0.49244766 -0.017191339 0.98161026 -0.55995338 0.36773478 -0.0021467997 0.88470749 -0.58263396 0.35368505 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -0.87914173 -1.0107408 -1.0812554 -0.76204523 -0.86093257 -0.9943766 -0.95794984 -0.85852052 -0.78685283 -0.85513542 -0.99606057 -1.0454252 -0.77070177 -0.8714222 -0.96227257 -0.94597448 -0.84179858 -0.73611192 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.035186342 0.085413129 -1.1403124 104 0 6
"38" -0.50534248 3.0372302 3.9861055 -0.66593661 0.21592056 0.22384322 -0.66924882 -0.10097684 -0.22613755 0.09571142 -0.1038776 -0.23394129 0.14359199 -0.75881352 -0.23080588 -0.77667352 -0.6164492 3.8598127 -0.01634644 0.16098358 -0.49244766 -0.033698549 0.96481157 -0.50383003 0.50957704 -0.018487632 0.86914895 -0.52694875 0.49437164 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -0.6521424 -0.80507134 -0.88741127 -0.72134591 -0.70282704 -0.57951593 -0.39988156 -0.54746497 -0.69766869 -0.63418582 -0.78978129 -0.85219685 -0.73001682 -0.71335021 -0.5519191 -0.39868518 -0.54484503 -0.64988095 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.035186342 0.085413129 -1.1403124 104 0 6
"39" -0.78604073 3.0372302 3.9861055 -0.66593661 0.19760332 0.20533297 -0.66924882 0.041007089 -0.22613755 0.95560544 0.03632336 -0.23394129 1.0245396 -0.75881352 -0.23080588 -0.77667352 -0.55152197 3.4617741 0.4420041 0.71251199 -0.49244766 -0.14599127 0.63584471 -0.45079482 0.56935101 -0.12964855 0.56446768 -0.47432756 0.5536586 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -0.11942611 -0.38885838 -0.67397955 -0.59698575 -0.52540086 -0.43055002 -0.66609654 -0.76100366 -0.80801582 -0.11566691 -0.37233424 -0.6394432 -0.60570053 -0.53596167 -0.40457161 -0.65975827 -0.74870274 -0.75657414 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.035186342 0.085413129 -1.1403124 104 0 6
"40" -0.89432196 -1.0035002 -0.88105158 -0.66593661 -0.8666273 -0.8701113 -0.66924882 -1.0043197 -0.22613755 -1.0740042 -0.99587667 -0.23394129 -1.0547629 -0.75881352 -0.23080588 -0.77667352 -1.184267 -0.61232201 -0.57914577 -0.51622696 -0.49244766 -0.89705242 -6.2741267e-15 -0.73243811 -1.5575484 -0.87313969 5.0845783e-15 -0.75377218 -1.5559118 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -1.1434147e-15 -2.6889241e-16 3.3584892e-15 0 5.7480289e-16 -1.2712723e-15 -1.7329478e-15 -1.7423086e-15 -1.339352e-15 -2.67106e-15 -1.6181382e-15 8.9275182e-16 -2.0002221e-16 2.8734047e-16 -3.1436519e-15 -1.4870417e-15 -1.6633194e-15 1.2950018e-15 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.43647179 1.1054548 -1.1403124 598 1 7
"41" -0.22547717 -0.72171987 -0.54164035 -0.66593661 -0.49082762 -0.49035187 -0.66924882 -0.26900347 -0.22613755 -0.10001419 -0.26979422 -0.23394129 -0.05692576 -0.75881352 -0.23080588 -0.77667352 -1.1350592 -0.31811213 -0.52625188 -0.45258029 -0.49244766 -0.16682876 -1.5766705 0.19493219 0.69164722 -0.15027601 -1.4847112 0.16635852 0.67495839 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -0.9065295 -0.15167935 -0.36302815 -1.0504653 -0.73337684 -0.58482431 -1.0998585 -0.79585115 -0.20447615 -0.88179327 -0.13445195 -0.32947967 -1.05902 -0.74389352 -0.5571698 -1.0851422 -0.78197039 -0.17301955 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.43647179 1.1054548 -1.1403124 598 1 7
"42" 0.09770064 -0.46811754 -0.33120539 -0.48407566 -0.2358823 -0.23299475 -0.0275951 -0.35309245 -0.22613755 -0.41725664 -0.35523173 -0.23394129 -0.38193557 0.0086372685 -0.1619316 -0.18194833 -0.9434722 -0.12311387 -0.52431938 -0.46659032 -0.4495005 0.64068438 -0.43951807 -0.50745393 0.14394732 0.41213385 -0.043495299 -0.49298226 0.18622002 2.724188 -3.1020494 -0.084677922 0.34251726 -0.57620623 -0.89170405 -0.97777816 -0.82875278 -0.90274815 -0.88459975 -0.93000567 -0.87007651 0.55536746 -0.61191839 -0.87717559 -0.95534163 -0.76125127 -0.97693955 -0.92213532 -0.9142309 -0.82648873 0.6403626 -0.27601168 -1.0806754 -0.9761707 -1.3393402 -0.64664121 -0.63522251 -1.0323036 -0.98156207 0.45187988 0.43647179 1.1054548 -1.1403124 598 1 7
"43" -0.058057736 -0.53574483 -0.39908763 -0.5100558 -0.0083475504 0.0029416678 0.16766227 -0.076973021 -0.22613755 0.071129768 -0.013128235 -0.23394129 0.11840848 -0.39827327 1.1565188 -0.33955901 -0.87631512 -0.095094459 -0.48330965 -0.4055649 -0.48020523 -0.19803583 -0.34261441 -0.2109681 0.65448123 -0.074207266 -0.104611 -0.21346997 0.67433639 1.3340575 -1.7343461 -0.19109628 0.32013453 -0.29800895 0.027857555 -0.55344908 -0.34765124 -0.87290787 -0.26834805 -0.69071944 -0.78450969 -0.32463846 -0.18503001 0.15133243 -0.47370936 -0.31361943 -0.8840491 -0.19953642 -0.68390559 -0.7711431 -0.28920292 -1.4160654 -0.97662773 -0.93798646 -0.83617467 -0.87117716 -0.8437945 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.43647179 1.1054548 -1.1403124 598 1 7
"44" 0.1326838 -1.0035002 -0.88105158 -0.66593661 -0.8666273 -0.8701113 -0.66924882 -1.0043197 -0.22613755 -1.0740042 -0.99587667 -0.23394129 -1.0547629 -0.75881352 -0.23080588 -0.77667352 -0.96864695 -0.61232201 -0.57914577 -0.51622696 -0.49244766 -0.89705242 -6.2741267e-15 -0.73243811 -1.5575484 -0.87313969 5.0845783e-15 -0.75377218 -1.5559118 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -1.1434147e-15 -2.6889241e-16 3.3584892e-15 0 5.7480289e-16 -1.2712723e-15 -1.7329478e-15 -1.7423086e-15 -1.339352e-15 -2.67106e-15 -1.6181382e-15 8.9275182e-16 -2.0002221e-16 2.8734047e-16 -3.1436519e-15 -1.4870417e-15 -1.6633194e-15 1.2950018e-15 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.43647179 1.1054548 -1.1403124 598 1 7
"45" 2.3674417 -0.91333052 -0.77243999 -0.66593661 -0.8666273 -0.8701113 -0.66924882 -1.0043197 -0.22613755 -1.0740042 -0.99587667 -0.23394129 -1.0547629 -0.75881352 -0.23080588 -0.77667352 0.33183681 -0.61232201 -0.57914577 -0.51622696 -0.49244766 -0.89705242 -6.2741267e-15 2.3905663 1.3026067 -0.87313969 5.0845783e-15 2.3448522 1.2809401 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 -1.7400278 -1.2601135 -1.4833412 -1.479229 -1.3784092 -1.3707691 -1.7329478e-15 -1.7423086e-15 -1.339352e-15 -1.6930781 -1.2461726 -1.4462335 -1.4876325 -1.388789 -1.3345758 -1.4870417e-15 -1.6633194e-15 1.2950018e-15 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.77087634 1.1054548 0.87343077 123 0 8
"46" 1.8768444 -0.47375314 -0.24295847 -0.66593661 -0.68855683 -0.69016453 -0.66924882 0.54240878 -0.22613755 1.3220112 0.53142867 -0.23394129 1.3999165 -0.75881352 -0.23080588 -0.77667352 0.71269128 -0.57550926 -0.11164157 0.046315943 -0.49244766 -0.26845715 -2.8253962 2.2228771 1.2417512 -0.25088008 -2.6412511 2.1784721 1.2205803 -0.63976678 7.5417544e-15 -0.62577521 -1.0749011 0.66466255 0.90381769 1.2979109 -0.4477783 -0.55335707 -0.42183504 -0.96615783 -0.20401984 -0.02135211 0.64752506 0.9241747 1.3261826 -0.45654573 -0.56391195 -0.39595131 -0.95402393 -0.21697032 0.0040406725 -2.1354391e-15 -9.6747717e-16 -7.3165432e-16 4.3926502e-16 -1.3659465e-15 -4.8625353e-16 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.77087634 1.1054548 0.87343077 123 0 8
"47" 1.9234887 -0.16943035 0.02857052 -0.48407566 0.060514449 0.1233216 -0.27167707 1.6109272 -0.22613755 1.3670003 1.6473506 -0.23394129 1.446007 1.3155154 -0.23080588 1.0545585 1.1394994 -0.37060023 1.1001449 1.3816476 -0.16959988 0.53234385 -0.45463311 1.0278328 0.94172238 0.67829516 -0.44650698 0.88057376 0.8963561 0.94917743 7.5417544e-15 1.9662734 1.3541331 1.5207379 2.1453647 2.7864114 0.2779635 0.79505324 1.8080957 -1.3883645 0.12518158 1.5109055 1.5288014 2.2001464 2.9487097 0.28196889 0.81800444 1.7238667 -1.3646801 0.00050555863 1.6444676 1.2541887 2.1907997 1.2450038 0.30546405 0.74848567 2.9291007 -1.6076424 1.2374927 -0.66374372 0.77087634 1.1054548 0.87343077 123 0 8
"48" 2.1392182 -0.034175771 0.14397034 -0.39314519 0.69660483 0.75147737 0.61463303 2.3427075 -0.22613755 1.044656 2.3064797 -0.23394129 1.1157705 3.0493275 -0.23080588 1.7320576 1.5031792 -0.22269741 1.2457949 1.541591 -0.12933359 1.0734871 1.1730056 0.77206779 0.91711006 1.3395487 0.87496879 0.68524709 0.86140954 -0.61506501 7.5417544e-15 1.9607828 1.486668 0.89164896 0.62374504 2.7066132 -0.16274688 -0.06313229 3.8190505 -0.13140795 2.0639503 6.0492667 1.0183423 0.76880151 2.7634356 -0.060214692 0.0023815916 3.4057652 0.098085808 2.164725 6.8202314 -0.79874643 -0.75440334 2.6909493 -0.72268947 -0.34607222 6.0981815 -0.86010043 2.2294846 4.3240234 0.77087634 1.1054548 0.87343077 123 0 8
"49" 2.3232963 -0.12434549 0.11002922 -0.53603593 0.61839038 0.73333908 -0.66924882 2.1365285 -0.22613755 1.7459288 2.1704422 -0.23394129 1.8342132 -0.75881352 -0.23080588 -0.77667352 2.3673606 -0.32443021 1.440385 1.6919057 0.091072111 0.85446296 0.14185982 0.46736501 0.71551782 0.75432825 0.28903944 0.29883465 0.65346884 -0.63976678 7.5417544e-15 2.5371235 1.588828 0.5145339 1.2312908 4.1987633 0.18802211 0.49371721 3.0594031 -0.4654141 1.3529043 4.2387975 0.56405447 1.1360177 4.162018 0.1817885 0.49040645 3.1040283 -0.46295198 1.2693692 4.1231234 -0.89350776 3.0929725 5.4167867 0.2164669 0.40275253 -0.029731587 -1.0398742e-15 4.9392575e-15 -4.254565e-15 0.77087634 1.1054548 0.87343077 123 0 8
"50" -0.1263582 1.5212519 0.055723418 3.3609844 -0.85036224 -0.84826289 -0.65516288 -0.88435054 -0.22613755 -0.79711274 -0.87600508 -0.23394129 -0.88893187 -0.62602376 -0.23080588 -0.43820742 -1.0459387 -0.57625126 -0.56850017 -0.51459205 -0.46306804 -0.49015268 0.49548342 2.1188643 1.2210064 -0.52727377 1.6662155 2.0066067 1.1806678 -0.40002577 0.62273805 2.3225037 1.5287715 -1.4795522 -1.3696538 -1.4420908 -1.4821568 -1.5767413 -1.3173431 -1.4133847 -1.5425162 -1.176043 -1.5428093 -1.2279171 -1.4018198 -1.4413176 -1.6001218 -1.2207841 -1.3805655 -1.4834768 -1.0503464 -1.6027465 -1.7427224 -1.5618619 -1.541851 -1.7081231 -1.4398079 -1.611182 -1.7831142 -1.508369 0.60367407 0.085413129 0.87343077 127 0 9
"51" -0.128857 2.1468043 0.11002922 4.6989614 -0.69150259 -0.79310111 -0.4560534 -0.00092261406 -0.22613755 0.72463067 -0.52275516 -0.23394129 -0.21135294 0.49705955 -0.23080588 1.4219388 -0.9467555 -0.50502448 0.46253822 -0.28941436 2.2066658 -0.20030496 -0.33983104 1.8315449 1.1346554 -0.40968421 -0.65527709 2.0274412 1.1821006 -0.30638047 0.77592974 2.0079262 1.4477987 -0.29329359 -0.31272214 0.040719802 -0.62776862 -0.52036724 -0.40885027 -1.0290582 -0.98618826 -0.25404654 -0.69855717 -0.085750652 0.25137096 -0.24896089 -0.13539272 -0.84887727 -1.0848064 -1.1716938 0.19616225 -0.11659722 -0.48756999 -0.018792481 -0.76788248 -0.67099582 -0.21149497 -1.1201649 -0.99611621 -0.49493702 0.60367407 0.085413129 0.87343077 127 0 9
