"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44"
"21" -0.93824749 -0.52358217 -1.1592569 -1.5113633 0.2090835 -1.5777626 -0.28027385 -0.83174395 -0.82243123 -1.183221 -0.91386378 -0.77097516 -1.5141611 0.032838941 -1.6822479 -1.120631 -1.1912032 -0.61735137 -0.92022681 -1.1364438 -1.5471409 -0.19778823 -1.706216 -1.1145449 -1.1450549 -0.18995787 -0.4208863 -0.55676267 -0.62840345 -1.572979 -1.6691882 -1.3716343 -0.89461119 -1.6102257 -1.598695 -0.92008076 -1.1125852 -0.80303869 -0.74466409 2.9741307e-08 -1.2913027 0.10036032 1 6
"22" -0.74739086 -0.38954789 -0.48075814 -0.71641422 0.14300522 -0.7882706 -0.51493067 -0.38221617 -0.56617649 -0.92175723 -0.79604299 -0.77447467 -1.057317 -0.21830154 -1.1697175 -0.99792405 -1.0018036 -0.43314945 -0.77251343 -1.1787112 -1.3750806 -0.20606285 -1.5142211 -1.0881434 -1.0764375 0.8603493 -1.0231383 -0.54084946 -0.83972502 -0.97943938 -0.62593061 -0.23567289 -0.3058747 -0.85427336 -0.27250485 0.20325224 -1.0624543 -0.16978718 -0.74466409 2.9741307e-08 -1.2913027 0.10036032 1 6
"23" -1.3528671 -1.0412318 0.82478712 2.8951708 -0.43136747 0.442183 1.3302447 -0.94902058 -0.1628595 -1.2224405 -0.62591285 2.5685714 2.6512095 -0.21830154 0.71594068 -0.53888729 -0.90936019 -1.0041754 -0.71501602 3.641996 2.1334029 -0.20606285 1.2052486 -0.22666271 -0.72242688 8.3482847 -1.985759 3.3834288 0.0077506168 2.5589863 2.6196842 2.650431 0.70633287 1.3109746 0.79437286 0.72313317 0.66776319 -0.72816164 1.5772885 0.36757947 -1.2913027 -0.6854137 0 7
"24" -1.1455573 -0.91644125 2.5913606 1.9527898 -0.43136747 0.60702846 1.454104 -0.70390155 0.083946869 -0.96097679 0.059636895 3.911208 1.4162028 -0.21830154 1.2809292 0.76188665 -0.1594321 -1.0041754 -0.20243641 4.3367833 0.60700794 9.5993673 1.1860492 -0.08079345 -0.66162584 2.5306052 -0.58908746 0.19654337 -0.32032311 1.060516 2.4116701 3.208712 0.28832814 1.7899958 1.1142401 -0.36395371 -0.89482661 -0.53929448 1.5772885 0.36757947 -1.2913027 -0.6854137 0 7
"25" -0.90863181 -0.7777851 2.8311996 1.6379292 1.9474504 0.92200103 2.426161 -0.63044878 -0.31657012 -0.68643987 -0.18649008 2.1704772 2.2998086 -0.21830154 1.6601876 0.84851578 -0.3777244 -0.87523406 -0.67781572 3.4006681 1.7468194 4.8083596 1.5528964 0.23739738 -0.67216899 -0.021567327 1.150977 0.014216189 0.23311095 0.3166632 0.25658311 0.66890115 0.19940183 1.1759393 3.4371325 0.89102772 1.4152795 1.7415566 1.5772885 0.36757947 -1.2913027 -0.6854137 0 7
"26" -1.3166701 -0.99039119 2.1037626 0.14687328 -0.43136747 0.38507583 1.9668818 -0.85650268 -0.66941106 -1.2224405 -0.61761841 2.867118 0.75552638 -0.21830154 0.17009225 -0.48521628 -0.95096509 -0.96733502 -0.48355438 3.3048395 1.6289016 -0.20606285 1.143536 -0.15325753 -0.78789161 -0.91812008 -0.58946904 0.26467372 0.22487682 0.13677588 0.53619548 0.19389328 -0.59277563 -0.046909479 -0.51129006 0.50962708 1.1398116 0.87574982 1.5772885 0.36757947 -1.2913027 -0.6854137 0 7
"27" 4.2247536 5.1335886 -0.78128152 -1.0720614 -0.43136747 0.064215917 -0.39661768 2.6046231 -0.30308503 1.1176599 -0.38548974 -0.31730433 -0.77680748 -0.21830154 -0.46295014 0.86441122 1.3082572 4.2455794 -0.23270223 -0.76901215 -0.913231 -0.20606285 -0.66121549 1.9829959 2.6528211 -0.94599019 1.0120343 -0.39585013 0.66743408 -1.0984285 -1.3081686 -1.3324487 -0.95809576 -1.1475252 -1.022321 -1.190575 -0.86204421 -0.76102044 -1.1484819 -1.6250882 -1.2913027 -1.130404 0 8
"28" 2.6682848 4.005852 -0.78751483 -1.0464087 -0.43136747 -0.0064321362 -0.48119536 2.1046018 -0.20236979 -0.41190294 -0.79014818 -0.54573967 -0.83221593 -0.21830154 -0.66356716 -0.57445574 -0.44941239 3.1956284 1.0112795 -0.70559853 -0.34268616 -0.20606285 1.2203339 1.5859822 2.3605118 -1.4065817 0.17410493 1.0735007 2.1383876 -0.77970966 -1.2666033 -1.3910169 -0.93246553 -1.1178467 -1.0403647 -0.88763412 -0.9589759 -0.8708121 -1.1484819 -1.6250882 -1.2913027 -1.130404 0 8
"29" 1.4342979 2.1571033 -0.53336482 -0.89005734 -0.43136747 -0.60870679 -0.43583445 1.4227584 -0.39273049 -0.22887833 -0.32453165 0.084274635 -0.2385222 -0.21830154 -0.21979948 0.13540652 0.43698246 1.7772736 0.39730398 -0.50533302 -0.5493545 -0.20606285 -0.26556898 1.1610919 1.7231971 -1.3908243 1.1973054 1.5513505 2.1354842 -1.0482036 -1.0343928 -1.156665 -0.65426263 -1.0328494 -1.0250124 -0.42425805 -0.59482955 -0.80187949 -1.1484819 -1.6250882 -1.2913027 -1.130404 0 8
"30" 2.6748661 4.3848454 -0.66305838 -0.84565845 -0.43136747 0.01476228 -0.30942642 2.3715978 0.12228141 -0.83024492 -0.67661231 0.14795624 0.10924084 -0.21830154 0.5819597 -0.51250806 -0.46478828 3.4719313 0.6125558 -0.59963312 -0.26786649 -0.20606285 1.0057111 2.1736814 2.670718 -0.94944117 0.35523979 -0.015270482 1.3662218 -0.76160157 -0.89718225 -1.1548234 -0.93631911 -0.89850088 -0.86287919 -0.54455342 -0.66595386 -0.74164576 -1.1484819 -1.6250882 -1.2913027 -1.130404 0 8
"31" 0.7860435 -0.20005116 -0.37646807 -0.50950866 -0.43136747 -0.71350141 -0.10399046 -0.35679047 -0.45858709 1.8889779 -0.46961381 -1.0035831 -1.1832369 -0.21830154 -1.2285557 -0.25671657 -0.28633537 0.11945632 -0.19703446 -0.066097553 0.11829748 -0.20606285 0.026537453 0.30899668 0.30952294 0.7077363 -0.23201274 -0.81934755 -1.1438685 -0.30227923 -0.29597684 -0.37631315 -0.57106044 -0.89587459 -0.78792516 -0.70580105 1.3081923 -0.71432569 -1.1484819 2.3602472 0.76863256 3.4518696 1 9
"32" 0.9209594 -0.16307618 -0.22713647 -0.31438149 -0.43136747 -0.55984189 -0.18433093 -0.22406034 -0.35264719 2.0720025 -0.43080253 -1.0279415 -0.89798226 -0.21830154 -0.12764325 -0.26802801 -0.25294306 -0.45156964 -0.20920007 -0.12771871 0.47729203 -0.13159123 0.30698706 -0.39951842 -0.38357128 0.47794211 -0.03446695 -0.80243755 -0.75020735 -0.0059311908 -0.24172154 -0.64027499 -0.13528262 -0.21233335 -0.56254461 0.51137286 0.55765823 -0.11919439 -1.1484819 2.3602472 0.76863256 3.4518696 1 9
"33" 0.7761716 -0.20467303 -0.43606443 -0.4358151 -0.43136747 0.017705949 -0.25334402 -0.34788189 -0.3465425 1.8497584 -0.2108969 -0.87735788 -0.67403719 -0.21830154 0.14386317 0.050581277 0.15663415 -0.56209079 -0.060268241 -0.094284017 0.44905572 -0.20606285 0.14859132 -0.50418311 -0.46306703 -0.29622779 -0.62942286 -0.36161028 -0.60162616 0.16140705 -0.16826233 -0.42669905 -0.11075856 -0.53265287 -0.38302698 -0.037609124 -0.47234749 -0.27683004 -1.1484819 2.3602472 0.76863256 3.4518696 1 9
"34" -0.26037737 -0.1769418 -0.91292385 -1.0716303 -0.43136747 -1.08146 -0.49736516 -0.50180008 -0.71724039 -0.24195152 -0.81714889 -0.80420303 -1.1967284 -0.21830154 -1.1037904 -0.70459044 -0.61384604 0.064195745 -0.59571754 -0.68493036 -0.38112802 -0.20606285 -0.33893844 -0.42380877 -0.2153264 -0.29454869 0.062860057 -0.47954371 -0.38815201 -1.1350004 -1.1216078 -1.1875743 -1.1502881 -1.1881829 -1.0327413 -0.89546031 -0.59144696 -0.27029834 -1.1484819 2.3602472 0.76863256 3.4518696 1 9
"35" -1.076454 -0.73156638 -0.73684809 -1.2193303 -0.43136747 -1.1309137 -0.94177223 -0.61198723 -0.75886145 -1.0917087 -0.85484645 -0.66339011 -0.91680086 -0.21830154 -1.1484507 -1.047096 -0.96051934 -0.83839368 -0.88090566 -0.91511899 -1.0283767 -0.20606285 -1.1638306 -1.1041165 -0.99315707 -0.390618 -1.9951407 0.17495066 0.034028405 -0.8191464 -0.83665726 -1.0096904 -0.57645977 -0.80696626 -0.74862024 -1.6400644 0.27050824 -1.1999248 0.062971584 2.3602472 -1.2913027 0.2608948 1 10
"36" -1.3298327 -0.97652558 0.63427955 1.4492566 -0.43136747 0.71064561 -1.0789139 -0.39409044 -0.52863099 -1.2747333 -0.51168277 1.7968496 1.7989898 -0.21830154 0.37000038 -0.80503524 -0.38505258 -1.0041754 -0.38010636 0.60383158 1.9306892 -0.20606285 0.33852907 -0.8645196 -0.43814216 -0.50124937 1.3402739 0.47013553 0.51735847 0.33192504 1.1236728 0.87259221 2.5587544 2.3401181 2.4344106 3.1804336 0.25353177 -0.15384475 0.56774388 -1.6250882 0.76863256 -1.0656269 0 11
"37" -1.1982074 -0.90257563 0.028796191 0.59084025 -0.43136747 0.59289885 -1.1686877 -0.38511246 -0.36748795 -1.0263427 -0.46322228 0.49457441 0.13628076 -0.21830154 -0.17230358 -0.62903931 0.13213433 -1.1146966 -0.88252719 -0.83253647 -0.83671179 -0.20606285 -1.3112552 -1.2263822 -1.1783805 0.47790044 -1.2858317 -0.15394735 -0.21738112 0.95127675 0.31393768 0.75267114 0.54691765 -0.141016 -0.031112477 0.22480247 -0.443882 -0.71399895 0.56774388 -1.6250882 0.76863256 -1.0656269 0 11
"38" -1.3528671 -1.0273662 0.3140168 -0.54721601 3.5231631 -0.38498796 -0.9771582 -0.64521922 -0.7196681 -1.2093673 -0.72507837 0.87334654 0.083229116 -0.21830154 -0.13047883 -0.82101557 -0.50846061 -1.1331168 -0.79297686 0.32543203 0.17170882 1.4778232 -0.1791713 -1.1148755 -1.0010841 0.81796743 -0.8833801 0.071375001 -2.042787 0.51141376 0.24342572 -0.77245071 0.93660504 -0.58620716 -0.054737712 1.9484493 -0.36703789 0.24239337 0.56774388 -1.6250882 0.76863256 -1.0656269 0 11
"39" -1.076454 -0.7130789 -0.7739843 -1.0400576 0.26499588 -1.2680886 -0.84218245 -0.65203764 -0.78394485 -1.0524891 -0.87405872 -0.46662018 -1.1441176 -0.21830154 -1.414286 -0.96432927 -0.84998543 -0.94891483 -0.91415405 -0.75881932 -1.1726293 -0.20606285 -1.4278235 -1.1171392 -1.0460283 0.35186411 0.023434544 -0.59284656 -0.55725672 -1.2311532 -1.3146746 -1.1151035 -0.65937113 -1.1979434 -1.2490937 -0.10859386 -1.3585169 -0.90910808 0.56774388 -1.6250882 0.76863256 -1.0656269 0 11
"40" 1.7271642 0.51171706 0.40467351 0.87739996 -0.43136747 0.79777821 0.6937428 0.23986146 1.6931002 2.6602959 1.7001018 -0.88573254 -0.34737316 -0.21830154 0.38559605 0.34319334 -0.14426107 1.0220457 1.9967585 -0.26374088 0.32362067 -0.20606285 0.32001528 0.99711297 0.3242174 0.21557725 -0.0817852 -0.68491688 -0.72959828 1.0628439 1.2301302 1.0366291 0.92067929 1.154099 0.55105437 0.12389184 2.1201834 0.51482439 0.56774388 -1.6250882 0.76863256 0.3115899 1 12
"41" -0.14520526 0.044908035 1.0022312 0.77632513 -0.43136747 1.4324332 0.99052946 0.030061378 1.0501593 -0.30731745 1.8768145 -0.1261421 1.1646935 -0.21830154 1.4872174 -0.13802065 -0.58853434 0.21155728 0.91374816 0.14078044 0.80729933 -0.20606285 1.292332 0.6649075 -0.061060856 -0.42084748 -0.45351856 -0.39334707 -0.27377188 1.6415693 1.0212305 1.0272077 2.2551997 0.2476362 0.97184368 0.42933526 -0.35890749 0.22895097 0.56774388 -1.6250882 0.76863256 0.3115899 1 12
"42" 0.071976428 -0.1122356 -1.0245215 -0.99627585 -0.43136747 -1.1650602 -0.7733898 -0.43505274 -0.75559885 0.3332687 -0.71130237 -0.35788221 -0.83294943 -0.21830154 -0.92727575 0.1646083 0.96160825 -0.45156964 -0.87334878 -0.72096137 -1.2818919 0.19939375 -1.377082 -0.79096182 -0.54601897 -0.67487877 1.3808339 -0.60662046 -0.040250038 -1.3855969 -1.436628 -1.1820946 -0.84793902 -1.0582887 -0.87695451 -0.89543555 -0.83114036 -0.69738833 1.0725162 -1.6250882 0.76863256 0.90866549 1 13
"43" 0.071976428 -0.1122356 -1.069162 -1.0086475 -0.43136747 -1.0879361 -0.88790378 -0.41024275 -0.73424834 0.3332687 -0.63887113 -0.58467125 -0.84029473 -0.21830154 -1.0803969 -0.1457031 0.63619292 -0.45156964 -0.88787972 -0.97907396 -1.1679266 -0.20606285 -1.2707991 -0.96127404 -0.76137945 -0.11801879 0.55894457 -0.58607828 -0.12642997 -1.2427764 -1.3126797 -0.95170374 -1.0194067 -1.1976458 -0.74858525 -0.62251211 -0.95080734 -0.90135362 1.0725162 -1.6250882 0.76863256 0.90866549 1 13
"44" -0.49730285 -0.18156367 -1.3346437 -1.3597796 -0.43136747 -1.6160303 -1.3287756 -0.41219453 -0.80549727 -0.67336668 -0.86947455 -0.82641953 -1.1286967 -0.21830154 -1.1668819 -0.91178304 -0.35595521 0.11945632 -0.84501749 -1.0499146 -1.2763792 -0.20606285 -1.1816587 -0.79752403 0.08028298 -0.0074151411 0.4299316 -0.65394932 -0.38186286 -1.527914 -1.574564 -1.4532246 -1.1306452 -1.387644 -1.3055691 -1.3460209 -1.3833038 -1.0399284 1.0725162 -1.6250882 0.76863256 0.90866549 1 13
"45" 2.2964434 2.2911376 -0.024229659 1.0397465 -0.43136747 1.6414337 -0.3311277 2.3367802 2.4535628 1.2876113 2.3302978 0.34274892 1.2685809 -0.21830154 1.3468564 2.3883793 3.043297 2.9193256 2.831592 -0.1604581 0.87844063 -0.20606285 1.2498189 3.2624232 4.0004355 -0.56533136 1.142809 0.3134197 1.1935271 0.80347225 0.57035068 0.56019314 0.5628945 0.71222211 0.22071428 0.81854909 0.34951633 -0.0026070536 -0.34084625 2.9741307e-08 0.76863256 -0.10242007 0 14
"46" 1.4803668 2.0092034 -0.45526757 0.83479922 -0.43136747 1.1998834 -0.24784499 1.1920451 2.382764 0.11102453 0.30988974 -0.2216944 0.087953977 -0.21830154 0.046035792 0.15217208 0.26876405 1.9246352 1.1011495 -0.20043404 0.070554812 -0.20606285 1.4685558 2.0717637 2.4174783 -0.79700742 0.86582914 1.6535136 1.7966048 0.74177137 0.75870762 0.58865172 0.34630292 0.59739564 -0.09407888 0.74024921 0.22078815 -0.019398597 -0.34084625 2.9741307e-08 0.76863256 -0.10242007 0 14
"47" 0.50633981 0.28062348 0.8451198 2.1324849 -0.43136747 1.6997184 0.030534934 0.75314539 1.9616182 0.50322013 3.7858226 1.4074953 1.6405667 -0.21830154 1.2036598 2.9436801 2.8266366 0.28523805 1.0504159 0.92683397 0.7005921 -0.20606285 0.66286321 1.7536746 1.5993847 -0.31053022 1.065789 -0.32193552 0.11211898 1.5184563 1.808836 1.6043682 1.4667594 1.4557812 0.65454639 0.86285841 1.5723469 0.61408818 -0.34084625 2.9741307e-08 0.76863256 -0.10242007 0 14
