"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44"
"48" 0.20031106 0.71507941 -0.41853324 0.083552477 -0.43136747 0.69003993 0.15584884 0.060932276 -0.13842971 -0.58185437 -0.4226541 0.31601855 0.06316082 -0.21830154 -0.1822281 -0.10773653 -0.27220193 0.57996113 -0.27247989 -0.84114408 -0.36732769 -0.20606285 0.19384724 -0.31469296 -0.45851164 -1.510824 1.4019483 0.8784047 2.3397944 -0.49758727 -0.36238898 -0.40016779 -0.025506828 -0.54368326 -0.30161637 -0.061112196 -0.41366185 -0.23507695 0.36583496 0.36757947 0.76863256 -0.53051201 0 15
"49" 0.6511276 0.81213871 0.062929566 0.40685325 -0.43136747 0.41274631 0.31751098 0.43153701 0.63667302 0.1371709 -0.28852198 -0.52617938 -0.65367422 -0.21830154 -1.0017096 -0.195448 -0.42244907 0.76416305 -0.30910202 -0.71194131 -0.84819005 -0.20606285 -1.0863469 -0.0023521606 -0.25525875 -0.18849827 0.64684143 -0.62881642 0.03546504 0.10930976 0.28469205 0.12756577 1.1516291 0.74980196 0.043977352 0.0071481789 -0.67219449 -0.13463621 0.36583496 0.36757947 0.76863256 -0.53051201 0 15
"50" 1.0986535 0.60877636 0.84672026 1.399294 -0.43136747 1.8851695 0.40381911 0.7767291 2.9665622 1.3268309 1.0948158 -0.58114621 -0.13178944 -0.21830154 0.17080115 0.47494092 0.10935395 0.96678517 0.63347988 -0.41324193 -0.035130937 -0.20606285 0.11224944 0.67009622 0.2569029 0.36042173 -0.61953924 -0.7179794 -0.91498495 2.3328934 1.8985142 1.5693516 1.3595547 1.6514856 1.6741815 0.55133852 0.62065956 0.17820859 0.36583496 0.36757947 0.76863256 -0.53051201 0 15
"51" 0.69719644 0.48398583 1.6533276 2.0617346 -0.43136747 4.3996515 0.87999302 0.81360542 4.7485706 0.67317156 1.3596786 -0.47804865 -0.0037359607 -0.21830154 0.58408638 0.23763398 -0.29529393 0.87468421 1.8822212 -0.066529561 -0.055079603 -0.20606285 0.51201012 1.1915375 0.3496539 -0.043771981 -0.48535169 -0.54482929 -0.29071769 2.8008231 2.9364419 2.629597 2.5423548 2.3305107 2.3455678 1.4898808 2.1840979 0.63076137 0.36583496 0.36757947 0.76863256 -0.53051201 0 15
"52" 0.81565918 0.87684491 1.0606944 2.0280832 -0.43136747 1.8086341 0.52880775 1.1034415 4.6422015 0.39863463 0.37348587 -0.21511699 0.33505611 -0.21830154 0.80738801 0.41874446 -0.0065385691 0.98520536 2.3634453 0.10129131 1.1325888 -0.20606285 1.4130145 1.6277972 0.92486139 0.88510003 -0.059789313 -0.71688586 -0.75553127 2.4615232 2.2069848 2.1844758 1.8895701 1.8231753 1.6654873 1.3709275 2.2919353 0.093151607 0.36583496 0.36757947 0.76863256 -0.53051201 0 15
"53" -1.2936357 -0.9395506 0.22170094 -0.68843208 2.6590626 -0.62872374 0.066814194 -0.80134925 -0.72943362 -1.2878065 -0.86757027 -0.11801218 -0.8141539 -0.21830154 -1.1286017 -1.0855082 -1.1821009 -0.96733502 -0.84405448 -0.44286201 -0.88489336 -0.20606285 -1.1912584 -1.0524837 -1.1222148 1.3014857 -0.69601069 -0.58498566 -2.0964297 -0.23184515 0.061037498 -0.46574292 0.43113937 0.3530274 0.076933505 -1.3616975 -0.83878331 0.30583781 1.6782429 2.9741307e-08 -1.2913027 -0.25450537 0 16
"54" -0.73422833 -0.2740011 -0.79865693 -0.3313358 -0.43136747 -0.42207818 -1.1558246 -0.029876096 -0.6044769 -1.1047818 -0.89588558 -0.14774243 -1.0592978 -0.21830154 -1.3278009 -0.91532715 -0.55892333 -0.26736772 -0.83781002 -0.72598965 -1.1010291 -0.20606285 -1.313998 -0.67780186 0.068260651 -0.67160887 1.312107 0.30635607 1.5635144 -0.56946792 -0.97508292 -0.87636142 -0.13097856 -0.32914377 -0.62407632 -0.88403936 -0.87823779 -0.39682716 1.6782429 2.9741307e-08 -1.2913027 -0.25450537 0 16
"55" 0.11804527 0.063395522 -0.5364176 -0.2962608 -0.43136747 -0.47329802 -1.3096899 1.0489468 -0.18524465 0.09795134 0.23535812 -0.67974192 -0.079092317 -0.21830154 -0.17230358 -0.40391393 1.0580246 0.11945632 -0.61430571 -0.76112865 -0.69832719 -0.20606285 -0.88406665 -0.47272011 0.93918689 0.10867031 -0.15276951 -0.59485057 -0.09550554 -0.43723907 -0.3159062 0.51920832 -0.4803043 -0.35760948 -0.080357462 -0.744 -1.1403958 -0.57753541 1.6782429 2.9741307e-08 -1.2913027 -0.25450537 0 16
"56" 0.41420212 0.11885798 1.1680001 0.72959228 -0.43136747 0.89491928 -1.0786786 2.8473176 1.1494255 0.68624474 3.3836504 -0.5151996 0.95120071 -0.21830154 1.1866463 0.18591542 1.7446032 0.0089351679 1.4316101 0.081315931 0.69506338 -0.20606285 1.0948516 0.33226963 2.0670112 -0.17139314 0.20544549 -0.71561629 -0.46176802 0.76879854 1.0752271 1.4181256 2.0667559 1.4989831 0.76175279 1.3632865 1.6869234 0.58234769 1.6782429 2.9741307e-08 -1.2913027 -0.25450537 0 16
"57" 0.21676422 0.22053915 0.87141199 0.027795353 -0.43136747 0.037134163 -1.3076504 3.95008 0.49185564 0.11102453 0.98355204 -0.60636977 0.40772126 -0.21830154 -0.053918271 -0.30885958 1.3200382 -0.12000618 0.46544483 -0.4692128 -0.0004275881 -0.20606285 0.37761373 -0.34587617 1.2820297 -0.029998215 -0.67690494 -0.3629669 -0.054945549 0.27093117 0.51718126 0.51553077 0.38262127 0.87852702 0.32041342 1.3183487 1.9479585 0.8727075 1.6782429 2.9741307e-08 -1.2913027 -0.25450537 0 16
"58" -0.47426843 -0.40803538 0.46417653 0.910184 -0.43136747 0.93671938 0.02508324 -0.23644222 0.24010527 -0.33346382 0.78593772 0.76759241 1.7166905 -0.21830154 0.92931779 0.60433284 0.50569827 -0.34104849 0.60656018 0.51475344 0.92416615 -0.20606285 1.2978176 0.20593439 0.10450866 0.070646769 -0.2827368 -0.34289693 0.12671361 1.768138 0.97783761 0.91931829 1.1681269 0.52510502 0.59963634 0.68373344 0.050724386 1.0207034 -1.2494364 0.36757947 0.76863256 -0.28266931 0 17
"59" -0.85927233 -0.55593527 0.78420427 1.4693124 -0.43136747 1.2675878 0.32002652 -0.36937635 0.161685 -0.90868404 0.62214754 1.4818098 3.2374471 -0.21830154 1.8530067 -0.045300743 -0.29251732 -0.85681387 -0.18278532 2.9614604 3.1785124 0.67932198 1.9512857 0.166027 -0.11345072 -0.18195454 0.2590595 -0.26453974 -0.042634851 1.1245205 1.1477576 0.87346 2.3899025 2.039687 1.5017378 0.65834838 -0.61674339 -0.78344838 -1.2494364 0.36757947 0.76863256 -0.28266931 0 17
"60" -0.96128191 -0.78702884 0.43231579 0.86047544 -0.43136747 0.41333505 -0.40356788 -0.47044472 -0.17880205 -0.71258624 0.015501888 -0.40069097 0.82569603 -0.21830154 0.83857935 -0.68638177 -0.63292865 -1.1146966 -0.42388571 0.67485494 1.557343 -0.20606285 0.75817494 -1.0455399 -1.0438572 0.25346966 0.33381854 -0.53329897 -0.85063587 1.288333 1.2240927 0.78369732 1.1034674 1.4703791 0.94261253 0.51351206 -0.21902258 -0.1792198 -1.2494364 0.36757947 0.76863256 -0.28266931 0 17
"61" -0.54008106 -0.31097607 0.38494027 1.1176517 -0.43136747 0.91199256 -0.43156546 0.11935195 0.031144816 -0.69951305 0.4146169 3.3631163 1.7938418 0.75350294 1.4546083 1.5037945 2.1851913 -0.064745601 -0.096352433 0.96556633 1.2943195 -0.20606285 1.181935 1.0991833 1.6377252 -0.31668489 0.91480419 -0.16031779 0.8262217 0.326679 0.65344157 0.38837095 0.19025907 0.76852863 0.53768771 0.57258907 -0.69131942 -0.16498132 -0.34084625 2.9741307e-08 -1.2913027 -0.93044001 0 18
"62" 0.47343349 -0.0059325515 -0.11690664 0.213257 -0.43136747 0.41627872 -0.57309853 0.26878892 0.18495867 0.89541573 2.3429223 0.37522765 0.94878303 -0.21830154 1.3489831 1.9268596 3.1217135 0.56154094 0.38504877 -0.47115785 0.26242528 -0.20606285 0.96662648 0.22467992 0.73180155 -0.26985428 -0.041882739 -0.48776617 -0.20394021 0.29314046 0.41646129 0.18653295 0.48606736 -0.17816118 -0.30299494 0.01060525 0.33577276 0.30970644 -0.34084625 2.9741307e-08 -1.2913027 -0.93044001 0 18
"63" 0.6511276 -0.17231993 0.35875927 0.49106377 -0.43136747 0.18196267 -0.29437847 0.1693878 -0.035800943 1.5098555 1.5267863 0.099675327 0.62334804 -0.21830154 1.0342341 2.1319087 2.6479584 0.21155728 0.012757259 0.043764644 -0.098575863 -0.20606285 -0.090030843 0.54851731 0.76804046 -0.091012459 0.83876524 -0.62147349 0.16399208 0.41826854 0.18726335 0.45774472 0.83103437 0.88451628 0.7148631 -0.10261077 0.69162248 0.3208701 -0.34084625 2.9741307e-08 -1.2913027 -0.93044001 0 18
"64" 0.62809318 -0.0059325515 0.52431285 0.76270843 -0.43136747 0.81661769 -0.26284831 0.43091357 0.83579188 1.3137577 1.898055 0.24917152 0.54788598 -0.21830154 0.46144771 2.2249045 2.6846514 0.43259959 0.0045270153 0.11165487 -0.083357027 -0.20606285 0.33167211 0.92047756 1.1499411 -0.0024784693 -0.055752643 -0.23238756 0.17985174 0.62366671 0.94427548 1.4620961 0.73610609 0.62210112 0.69958352 0.36114018 0.7971876 0.12469344 -0.34084625 2.9741307e-08 -1.2913027 -0.93044001 0 18
"65" 0.48330539 0.12810172 0.048711069 0.031002373 -0.43136747 0.26203047 -0.3473232 0.33245488 -0.1242932 0.75161068 0.38031647 0.69592012 0.59091832 -0.21830154 0.48909458 2.2739491 2.946172 0.43259959 -0.15807957 -0.2634923 -0.45010594 -0.20606285 -0.44590699 0.4029024 0.66238939 -0.16857234 0.49328462 -0.74609501 -0.45351447 -0.015451747 -0.094281961 -0.16942237 -0.055148436 0.49163794 0.040500923 0.097492141 1.2728453 -0.25652123 -0.34084625 2.9741307e-08 -1.2913027 -0.93044001 0 18
"66" -0.48743095 0.081883008 0.17682891 0.70470405 -0.43136747 0.70946814 -0.4893472 0.48244255 0.81546398 -1.117855 -0.71306954 0.6032235 0.51021119 -0.21830154 -0.080856245 -0.73275233 -0.65506291 0.0089351679 -0.092495449 0.22464703 0.61177491 -0.20606285 0.22950343 0.48058064 0.94934732 0.42841228 -0.29278334 -0.25896054 0.37008871 0.72096399 0.85522612 1.4193144 -0.40168844 -0.089007886 0.71196592 0.20437662 -0.50149841 0.33595644 -0.34084625 2.9741307e-08 -1.2913027 -0.93044001 0 18
"67" -1.0007695 -0.62988521 4.2039565 1.6370392 2.6539797 1.7456396 1.205753 -0.020449101 1.1213875 -1.0786355 -0.0019171289 2.4645089 0.96438339 2.8390609 0.42883858 -0.1338611 -0.63608083 -0.85681387 0.16544271 1.4054609 0.92032657 -0.0074718625 1.0927945 -0.34732596 -0.7722119 1.2526233 -1.3921018 -0.71981349 -1.344082 2.194763 1.7655687 2.0411924 1.4953768 0.59956895 4.1568091 0.93796906 0.76397656 7.6119281 0.16392604 0.36757947 0.76863256 -0.93044001 0 18
"68" -1.0270945 -0.59291024 3.7828839 1.6654094 3.9399645 2.1907223 1.4709994 -0.10281124 0.42901192 -1.2224405 -0.16299389 1.9682908 1.086809 -0.21830154 0.22680378 -0.64680231 -0.98999799 -0.85681387 0.055080982 2.087208 0.83524826 -0.20606285 0.81851617 -0.12240498 -0.68874477 -0.35802591 0.70701058 -0.51445954 0.014192109 1.9420552 1.276771 1.6980436 0.78963319 2.9809927 2.9193229 2.5385409 2.6414939 4.2014335 0.16392604 0.36757947 0.76863256 -0.93044001 0 18
"69" -1.1356854 -0.74081013 1.6872973 0.2405907 2.6285649 0.94731659 1.83577 -0.65221483 -0.21881232 -1.2093673 -0.27830233 2.6451667 1.5451067 -0.21830154 0.64859574 -0.48479183 -0.93742915 -0.89365425 -0.0046216231 1.5276017 1.3924777 -0.20606285 0.57440845 -0.39791602 -0.89473963 -0.15976459 -1.6106957 -0.28424064 -0.64049739 1.248222 1.1274288 1.5216309 -0.6986408 0.032291562 -0.029632535 2.7924178 -0.32753787 0.82551973 0.16392604 0.36757947 0.76863256 -0.93044001 0 18
"70" 0.34509886 -0.015176295 0.91117789 0.059746548 -0.26363032 0.47986197 2.487311 -0.39499617 0.10771951 0.64702518 0.38860111 0.69976778 -0.10350059 -0.21830154 -0.12693436 2.1132756 0.1832948 -0.37788887 -0.48222892 0.23504011 -0.11286154 -0.20606285 -0.38625145 -0.0559181 -0.81120466 0.44044846 -0.57604368 -0.75037165 -1.0505294 0.48934163 0.43066159 0.50420148 0.10587009 -0.22970209 -0.17663743 -0.26673121 -0.06756577 -0.031667619 1.8801519 0.36757947 0.76863256 -0.5840235 0 19
"71" -0.388712 -0.00131068 0.08881443 -0.50628038 -0.43136747 -0.57985884 3.2085596 -0.67373992 -0.37062779 -0.73873261 -0.5197489 1.3276331 -0.099578054 0.50236246 0.013426665 0.24319421 -0.75887053 0.045775553 -0.1451653 0.24708143 -0.25218094 -0.20606285 0.33647198 0.55627496 -0.65388283 0.3849703 -0.58628432 -0.81947666 -1.1287494 -0.16848608 -0.24202824 -0.25041829 -0.51298742 -0.24563777 -0.78149139 -0.57028314 -0.48659268 -0.47606935 1.8801519 0.36757947 0.76863256 -0.5840235 0 19
"72" -1.425261 -1.031988 0.19200582 -1.1634629 3.7823933 -1.0031584 3.4963539 -1.0116287 -0.809895 -1.3793188 -0.91346602 1.1163293 -0.91020097 8.4078282 -0.84787962 -1.1006396 -1.2879844 -1.0041754 -0.8798956 0.36892445 -0.94384618 2.1563425 -0.87309552 -0.91383791 -1.2221904 2.0344478 -2.8837737 -0.11211614 -2.4294167 -1.2066205 -0.94515394 -0.90015446 -0.6031674 -1.7149159 -0.99501501 0.47613983 -1.4623392 0.50728609 1.8801519 0.36757947 0.76863256 -0.5840235 0 19
"73" -0.46439653 -0.27862297 1.0552487 0.77350163 -0.43136747 0.92435597 1.0396725 -0.25927619 1.275816 -0.59492756 0.77968494 -0.27212345 0.12165269 -0.21830154 -0.25666197 -0.51248684 -0.85065594 -0.17526676 1.0393221 -0.42965629 0.33208083 -0.20606285 0.90148537 -0.35737276 -0.74675188 0.31039901 -1.49674 -0.43946034 -0.60683341 0.91937627 2.0829973 2.7937698 1.4844883 0.56790992 0.28511258 -0.26961973 0.07140009 1.5393855 1.8801519 0.36757947 0.76863256 -0.5840235 0 19
"74" 0.091720218 -0.056773139 1.332206 1.1216368 -0.43136747 1.4383206 1.6549511 -0.14341871 1.2064799 0.22868321 0.97169358 0.13822233 0.16939768 -0.21830154 1.061881 0.72111875 -0.24660598 0.21155728 1.7706198 0.18307644 0.50219301 -0.20606285 0.97416913 0.71565016 -0.26831623 0.12413992 -0.39631121 -0.44215044 -0.083212208 2.251176 0.84044795 0.74285684 1.8465246 1.6232007 1.3056209 2.0813371 0.48443544 0.23965809 1.8801519 0.36757947 0.76863256 -0.5840235 0 19
"75" 0.80578729 0.18818605 0.66375028 -0.11791638 1.347663 0.57759177 1.8674509 -0.23951148 0.074759738 1.2483918 0.32284259 0.39312855 -0.18768675 -0.21830154 0.25870401 2.4405436 0.59810801 0.92994478 0.55826621 0.066972264 -0.0096591716 -0.20606285 0.19727572 1.4943911 0.070973149 0.63216631 -0.77380989 -0.82008938 -1.3641471 0.28813821 -0.025929189 0.24223056 0.44874713 0.13007168 0.22924942 0.64242376 -0.3774366 -0.72441968 1.8801519 0.36757947 0.76863256 -0.5840235 0 19
"76" -0.66512506 -0.39879163 -0.81307811 0.45633174 -0.43136747 0.29617703 -1.0432608 -0.29195382 -0.16079827 -0.77795217 0.13309997 -0.35644902 0.67367383 -0.21830154 0.49051237 -0.71293077 -0.22869227 -0.69103214 -0.76864416 -0.77218199 -0.62890546 -0.20606285 -0.90669461 -0.96717494 -0.67870218 -0.38415247 0.53104634 2.8278208 1.7843313 0.41789974 0.35225156 -0.026801134 0.26556338 0.26808577 -0.2183782 -0.64915941 -0.47829981 -0.31620064 2.8628881e-08 0.36757947 0.76863256 -0.70231206 0 20
"77" -0.40516516 -0.11685747 -1.0278705 0.055148798 -0.43136747 0.55992976 -0.99913539 -0.32159489 -0.11348505 -0.60800074 -0.063889727 -0.29669883 0.57771679 -0.21830154 0.67128035 -0.53963007 0.06756882 -0.19368695 0.048744863 -0.37729242 0.40793025 -0.20606285 0.59635071 -0.32791912 0.52735918 -0.6943394 0.37619589 3.4039201 2.3458609 0.37926513 0.25699383 -0.35828368 -0.18141199 0.028515981 -0.20550335 -0.42404767 -0.033666815 -0.18863661 2.8628881e-08 0.36757947 0.76863256 -0.70231206 0 20
"78" 0.38787707 0.31297659 -1.2839482 -0.69710889 -0.43136747 -1.0496684 -0.7874836 -0.4562296 -0.4841122 0.30712233 -0.50659949 -0.88175709 -0.79858452 -0.21830154 -1.0173053 -0.56240152 -0.20969235 0.35891882 -0.55919351 -0.85845951 -0.64843809 -0.20606285 -0.75035596 -0.45659438 -0.00039134555 0.30185021 0.25392092 2.0947873 1.6052139 -1.0131603 -0.8033452 -0.62281515 -0.76249628 -0.94081187 -0.89853511 -0.89893065 -0.93720487 -0.66839712 2.8628881e-08 0.36757947 0.76863256 -0.70231206 0 20
"79" -0.1912741 0.077261136 -1.3076641 -0.73995738 -0.43136747 -0.86598345 -0.82373852 -0.57291573 -0.54962638 -0.555708 -0.87936692 -1.1701108 -1.2499621 -0.21830154 -1.4235016 -1.0977534 -1.0838491 0.045775553 -0.57951218 -0.59436557 -0.26924115 -0.20606285 -0.24225532 -0.33964462 0.23371094 -0.26340481 0.23736269 2.3564601 1.6743888 -0.7071613 -0.89266854 -0.68922649 -0.66634499 -0.73358138 -0.67833216 -0.83732438 -0.8359877 -0.61806894 2.8628881e-08 0.36757947 0.76863256 -0.70231206 0 20
"80" -0.76384401 -0.63912895 -0.54030293 0.54816194 -0.43136747 0.61585947 -0.83663406 -0.46661307 -0.2775588 -0.60800074 -0.067877869 -0.089734844 0.68989964 -0.21830154 1.0221829 -0.40527215 0.10630358 -0.85681387 -0.38538666 0.17133109 1.7043467 -0.20606285 0.93577016 -0.75448815 -0.44186837 -0.57607838 0.12617302 1.4769208 0.84090048 1.0834533 0.86292844 0.060954956 -0.1011786 0.29929225 -0.27502713 -0.75669837 -0.80443128 -0.7038051 2.8628881e-08 0.36757947 0.76863256 -0.70231206 0 20
"81" -0.84610981 -0.30173233 -0.73559199 -0.43394236 -0.43136747 -0.65050689 -0.91046928 -0.2505728 -0.47031576 -1.2616601 -0.90231678 -0.81420143 -1.0441872 -0.21830154 -1.4561107 -1.1643488 -1.1854681 -0.35946868 -0.77474843 -1.0404664 -1.0917778 -0.20606285 -1.174116 -0.96712407 -0.75967732 0.55189352 -0.4820905 -0.39763469 -0.41488589 -0.032323925 -0.019147052 -0.77116168 -0.49075713 -0.32715277 -0.53774325 -0.74255254 -1.5222977 -0.15858061 2.8628881e-08 0.36757947 0.76863256 -0.70231206 0 20
"82" -1.1093603 -0.56980088 -0.16803891 -0.51072184 -0.43136747 -0.7029042 -0.74127742 -0.30141164 -0.65003048 -1.3400992 -0.8841832 -0.17890745 -0.33245894 -0.21830154 -1.0499144 -1.1418956 -1.1705392 -0.85681387 -0.77367812 -0.39693292 -0.43497896 -0.20606285 -0.75447013 -0.94196893 -0.79992729 -0.049159449 -0.13438671 -0.65930132 -0.85692233 -0.15731353 -0.63634317 -1.0962586 0.38996122 -0.59227495 -0.69101325 -0.78538927 -0.17728322 -0.28914461 2.8628881e-08 0.36757947 0.76863256 -0.70231206 0 20
"83" -0.9810257 -0.745432 -1.0653142 -1.2733636 -0.22804971 -1.5453822 -0.70454103 -0.82085215 -0.81553671 -0.93483041 -0.83093998 -0.71148085 -0.8106131 -0.21830154 -0.80321929 -0.97893016 -0.92367843 -0.85681387 -0.75248303 -0.86011704 -0.65876653 -0.20606285 -0.82989668 -1.0947819 -1.04536 0.64542043 -0.17158189 -0.72071997 -1.5670034 -1.2610144 -1.0672584 -1.2112608 -0.57266018 -0.42354441 -0.96841803 -0.59130789 0.22632437 -0.64548914 2.8628881e-08 0.36757947 0.76863256 -0.70231206 0 20
"84" -1.3133795 -1.0181224 -0.59683569 -0.2300482 -0.050146659 -0.1294775 -0.10445705 -0.94409827 -0.67675864 -1.2093673 -0.73995737 1.6416608 -0.31511261 4.2367123 -0.07305841 -0.67521887 -0.73128125 -1.059436 -0.83240125 0.32428667 -0.6597147 1.4819606 -0.91149448 -1.0054036 -1.0519472 -0.3765737 -1.8706457 1.0507922 1.0216729 0.057404219 0.39948993 0.4408938 -0.69330264 -0.42316278 -0.5389511 -1.4327315 -1.0694978 0.029118579 2.8628881e-08 -1.6250882 -1.2913027 0.11444229 1 21
"85" -1.1883355 -0.80089446 -0.72583124 -0.26976827 -0.43136747 -0.61694907 -0.16168293 -0.84216082 -0.63420058 -1.2355137 -0.75364837 1.560889 0.33320993 3.1557163 0.14740764 -0.74953911 -0.79403371 -0.94891483 -0.6540159 0.63875082 -0.032768321 1.0723666 0.089621472 -0.76084687 -0.78126286 0.50373085 -0.35337892 0.15131438 -0.42975048 -0.44587637 -0.50982394 -0.086395712 0.57776422 0.14011227 0.28088165 -0.58521316 -1.0557915 -0.40942723 2.8628881e-08 -1.6250882 -1.2913027 0.11444229 1 21
"86" -0.70461264 -0.52820404 -0.80002923 -0.33040862 -0.43136747 -0.35672874 -0.22118971 -0.70918496 -0.60329939 -0.64722031 -0.54560704 0.36602706 -0.036578053 -0.21830154 -0.41545424 -0.16208666 -0.11079663 -0.63577156 -0.6959959 -0.10517989 -0.52431767 -0.20606285 -0.45482104 -0.59422272 -0.57835741 -0.5055787 0.12778118 0.34957568 0.27834048 -0.4268533 -0.60821724 -0.050369751 -1.1498521 -0.52443572 -0.46766335 -0.84431598 -0.55256195 -0.49420829 2.8628881e-08 -1.6250882 -1.2913027 0.11444229 1 21
"87" 0.10159211 0.040286164 -0.35767774 -0.4804997 -0.26871326 -0.41324718 -0.31539136 -0.069499705 -0.48114223 0.1371709 -0.66243297 -0.71247275 -0.98078031 -0.21830154 -1.1548307 -0.42244093 -0.35415932 0.1747169 -0.63985736 -0.64370075 -0.80859443 -0.16468973 -0.58921743 -0.30200094 -0.19531587 -0.38200773 0.50930449 -0.39121537 -0.19577823 -0.31435897 -0.92124022 -0.77205457 -0.32141564 -0.60537521 -0.30836084 -0.1741192 -0.59479586 0.25338409 2.8628881e-08 -1.6250882 -1.2913027 0.11444229 1 21
"88" 0.3187738 -0.14921057 -0.61387941 -0.94049666 -0.43136747 -0.89954128 -0.63126031 -0.22589747 -0.57739676 0.88234254 -0.53030531 -0.78610148 -0.88227546 -0.21830154 -0.69759408 -0.16696777 0.24266108 0.15629671 -0.38750422 -0.48298147 -0.35118335 0.149746 0.40298448 -0.12929784 0.3141841 0.37127142 -1.3204804 -0.61588469 -1.0077701 -0.62295353 -0.65075913 -0.62555513 -0.6945483 -1.0075438 -0.90407191 -0.65619163 -0.73387291 -0.77135853 2.8628881e-08 -1.6250882 -1.2913027 0.11444229 1 21
"89" 0.23650801 -0.31097607 -0.67881509 -0.92175415 -0.43136747 -1.0255303 -0.72520635 -0.32409908 -0.64325763 0.93463529 -0.59033338 -0.9266393 -0.96392995 -0.21830154 -1.0215587 -0.39960582 -0.0083226049 -0.046325409 -0.68188038 -0.41127251 -0.73945528 0.24076687 -0.67561511 -0.22653554 0.28616004 -0.084875673 -0.013556991 -0.41326343 -0.1851405 -0.89079253 -0.8032358 -0.69348891 -0.73328788 -0.98213277 -0.77734384 -0.56649053 -0.55407961 -0.858096 2.8628881e-08 -1.6250882 -1.2913027 0.11444229 1 21
"90" -0.089264523 -0.58828837 -0.76652541 -1.0195024 -0.43136747 -1.0502571 -0.93971719 -0.49615343 -0.70246691 0.68624474 -0.65749468 -0.89713507 -0.90246853 -0.21830154 -0.71744311 -0.43967338 0.17843489 -0.72787252 -0.80902655 -0.1771257 -0.18947657 -0.015746487 -0.28339708 -0.73029954 -0.31073029 -0.044311012 -0.79585696 -0.41507741 -0.6574219 -0.84404706 -0.74271157 -1.0067094 -0.92577772 -0.70548045 -1.0242668 -0.55029398 -0.11819027 -0.86535159 2.8628881e-08 -1.6250882 -1.2913027 0.11444229 1 21
"91" 0.79920603 0.68734818 0.078345934 0.080911827 -0.43136747 0.44159427 0.0041947708 0.57748245 0.14829713 0.59473244 -0.26127216 -0.23254994 -0.56563299 -0.21830154 -0.43955664 0.56778816 0.48785521 0.72732267 0.54755889 -0.40217964 -0.22689747 -0.20606285 -0.33139579 0.47562083 0.38409248 -0.78022046 0.9256997 -0.16354973 0.81069499 -0.45764784 -0.17385422 -0.019407309 -0.19877578 -0.15596826 0.30333882 0.30538739 0.019899736 0.49215729 -2.8647077 2.3602472 -1.2913027 0.68053755 1 22
"92" 0.21018296 0.54407016 0.78682483 0.0022184328 -0.43136747 0.35917154 0.48088667 0.62640916 -0.0069456889 -0.29424426 -0.23872951 0.21367405 -0.22075537 -0.21830154 -0.18293699 0.17668375 -0.1786059 0.34049863 0.11637278 -0.10411626 -0.31119329 -0.20606285 -0.2299128 0.5179191 0.086246597 -0.90669815 0.82156813 -0.083557187 1.0310276 -0.55251938 -0.58171464 -0.34555032 -0.36136428 -0.14431548 0.73767697 0.83278235 0.3048321 1.0024047 -2.8647077 2.3602472 -1.2913027 0.68053755 1 22
"93" 0.058813902 0.49785145 0.9206963 0.15183614 1.6882203 0.54167901 0.6340176 0.55905776 -0.18028085 -0.56878118 -0.24299442 0.51772563 0.0082930764 -0.21830154 0.80809691 0.046315609 -0.34578608 0.46943998 0.4836174 0.024439708 -0.23336866 -0.20606285 -0.050260483 0.84595325 0.2487636 -1.0396177 1.6318103 -0.46113849 0.96288609 -0.72661155 -0.64952815 -0.11756962 -0.93377297 -0.47580644 -0.24718957 0.18329503 0.6984175 0.90032894 -2.8647077 2.3602472 -1.2913027 0.68053755 1 22
"94" -0.76055338 -0.22316051 1.5153199 0.2818387 4.1026188 0.49458031 0.73018165 0.06276098 -0.22037065 -1.183221 -0.74912795 0.90839379 -0.095940296 2.9045758 0.033984593 -0.76840567 -0.9854554 -0.21210714 -0.36021576 0.090127526 -0.30708989 -0.069531547 -0.020089865 0.054749232 -0.37955819 -0.2160414 0.70587013 -0.59360777 -0.24069565 -0.48114842 -0.22046579 0.20578483 -0.4222678 0.3336665 0.030025785 0.99118178 1.0679347 1.5138638 -2.8647077 2.3602472 -1.2913027 0.68053755 1 22
"95" 0.088429587 -0.21391677 -0.85675024 -0.50546017 -0.43136747 -0.7988678 -1.337323 0.23987112 -0.5043957 0.46400057 -0.15316225 -0.88556005 -0.61765643 -0.21830154 0.65143132 -0.50677806 0.85013052 -0.28578791 -0.61875026 -1.0237975 -0.86344351 -0.20606285 -1.0314913 -0.92614841 -0.27129815 0.81883778 -0.14056539 -0.49089375 -0.57832536 -0.38623857 -0.9433041 -0.56923078 -0.39647388 -0.87374091 -0.27873525 -0.76170847 -0.72675531 -0.76812882 2.8628881e-08 0.36757947 -1.2913027 1.241 1 23
