"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "id"
"22" -0.68116273 -0.84247683 -1.0495779 -0.58267365 -0.81473216 -0.7064956 -0.65011065 -0.55126884 -0.51663111 0.49460002 -0.57190326 -0.27688731 0.10886173 -2.5737655 0.27606819 -0.46894617 -0.76468989 -0.80004006 -0.93462642 -0.85155954 -0.77393277 -0.81830768 -0.92903681 -0.75277158 -0.76020043 -0.8384149 -0.70828594 -0.68870987 -0.84530579 -0.72094214 -0.69780016 4
"23" -0.55579654 -0.47738563 -0.2912875 -0.69418107 -1.0045395 -1.1131106 -0.56929653 -0.71859275 -1.0872751 1.2347042 -0.42155448 0.12300762 -0.5681439 1.6058538 -0.6622695 0.82025132 -0.77772722 -1.0236776 -0.76531136 -0.8274344 -0.78563617 -0.63695791 -1.3208272 -1.1938099 -1.1611084 -1.16331 -1.1498113 -1.0228557 -1.2182527 -0.48149201 -0.77197316 4
"24" 0.95287773 1.7416169 1.0460413 1.154108 1.3511701 0.54257984 0.15993331 -0.045808574 0.20150556 0.86309348 -0.42335694 0.095615769 0.036629092 1.8179976 -0.84524641 0.08188596 0.062124176 0.04286559 0.042611889 0.24758552 1.3981135 1.4235627 0.997088 0.89497203 0.62242893 0.25397966 0.4487815 0.49337649 1.9973742 1.5536554 0.83652558 5
"25" 1.1343405 0.75177501 0.84995042 1.1130678 0.68378238 0.35414848 0.45699847 0.30435368 0.6231281 -0.41281963 -0.56275724 -0.34003409 1.9127254 -0.82530725 -0.1257327 0.11023173 2.1437354 1.2050686 0.30112105 -0.049269875 1.071284 0.33085668 0.87637414 0.9397344 0.90870991 0.23684943 0.85972946 0.22092429 -0.034219084 0.60984811 -0.10128584 5
"26" 1.6923718 -0.22785325 0.96564946 1.2006938 0.86559125 0.63340271 -0.56716331 -0.35363535 -0.66486009 1.6988553 -0.60545671 -0.32502513 -0.47906421 -2.3820385 0.41000182 -0.2112932 -0.0057303009 0.089592849 -0.39620172 1.226803 0.23166811 1.2705263 0.22984382 0.02587931 -0.044832597 0.22962456 0.77187607 1.1983751 1.1048613 -0.35977753 1.1741735 5
"27" 1.2389555 -0.39744196 0.67124158 0.86893118 0.25185564 0.32178631 -0.42617142 -0.39098573 -0.74666576 1.2678272 -0.52016828 -0.0073804548 -0.18866444 0.80494492 -0.69447113 0.10961104 -0.11834412 -0.49835341 -0.51388305 0.42982024 -0.22283519 -0.48595892 -0.11356299 -0.25312844 -0.24233457 -0.089237384 -0.33955542 -0.11157045 0.28562075 -0.034693183 0.031614343 5
"28" 1.8588382 -0.12469321 0.64516856 1.4280674 -0.43319916 0.17667851 -0.6168062 -0.66842072 -0.57015056 1.4399789 -0.63858437 -0.72001267 -0.70888982 -0.61337237 0.45047952 0.26763817 -0.51998826 -0.9220718 -1.0435839 0.32951696 -0.59708716 0.080387561 -0.86394209 -0.93474596 -1.0577369 -0.48499438 -0.65235285 -0.3329096 -0.39175381 -0.045476054 0.33005969 5
"29" -0.70982539 -0.63907102 -0.11475141 -0.62221889 -0.83892029 -0.51336651 -0.032698595 -0.39196185 -1.1360145 1.3977278 -0.30866763 0.78176867 -0.60045551 1.3283296 -0.48795477 0.92698429 -0.51614781 -0.67267618 -0.79899004 -0.48789759 -0.55973835 -0.50403725 -1.0534092 -1.0855055 -1.0130299 -0.95265056 -0.9995516 -0.82955252 -0.74284048 -0.76509094 -0.39236586 6
"30" -0.74989314 -0.81464126 -0.82143896 -0.67495787 -1.053218 -0.12710833 -0.24019205 -0.43324058 -0.83509081 0.61599817 -0.49156747 0.14264454 -0.11399657 0.7259363 -0.99291703 0.094548795 -0.45052217 -0.68679709 -0.81311751 -0.62104625 -0.48828523 -0.39166667 -0.96427718 -1.1130666 -1.0643653 -0.95179237 -0.89838372 -0.86113464 -0.94645801 -0.83434698 -0.74396593 6
"31" -0.59303324 -0.57302789 0.28394856 -0.66261596 -1.0697576 -0.40323073 -0.22524457 -0.42728153 -1.0752515 0.19390412 -0.21999857 0.72045885 -0.8418561 1.6515238 -0.4473554 1.0524525 -0.27931934 -0.52950625 -0.95101221 -0.54219804 -0.33763752 -0.43278029 -0.74476522 -1.204667 -1.2035057 -0.82503261 -0.9841285 -1.0774605 -0.83458943 -0.89167775 -0.83449135 6
"32" -0.66505153 -0.84150036 -0.75408365 -0.62742277 -1.0301979 -0.72372063 -0.48552366 -0.49491291 -1.0528041 0.80996845 -0.21550187 0.9542778 -0.70391782 1.8631158 -0.77486132 0.78753354 -0.74384799 -0.8997126 -0.89940518 -0.42303253 -0.59496539 -0.62623452 -0.96297179 -1.2029328 -1.1779233 -0.83783976 -1.1087647 -1.092063 -0.68312053 -0.80477944 -0.89096669 6
"33" -0.58073696 -0.77958099 -0.83936416 -0.60472993 -1.0475265 -0.9914915 -0.43587631 -0.48232665 -0.72056351 0.6571195 -0.53943196 0.13293688 -0.35711818 1.4740649 -0.91450825 0.23271464 -0.59587552 -0.7599306 -0.84455275 -0.57808044 -0.4640968 -0.61787107 -0.93359954 -1.1106284 -1.1431365 -1.0317765 -1.015558 -1.0436246 -0.56849108 -0.76352971 -0.87485651 6
"34" -1.0363028 -1.0321022 -1.4303527 -0.96740594 -1.1882562 -1.6705751 -0.667693 -0.71522134 2.1475643 -0.58029294 -0.3849828 -0.88209823 1.7867413 -1.3763362 -0.11753267 -0.44036617 -1.2587387 -1.2904886 -1.160042 -0.9056755 -0.86447715 -0.81832924 -1.0122304 -1.2094787 -1.1910223 -1.0439336 -1.1975554 -1.2447901 -0.77090889 -1.079253 -0.9289956 7
"35" -0.99953961 -0.88370626 -1.3092218 -0.97983768 -1.2467779 -1.5995871 -0.66275113 -0.70685786 0.79016741 -1.2656531 -0.55007108 -0.74641308 -1.0937141 -0.61337237 -1.1972018 -2.3331411 -1.0315729 -0.40429141 -1.0152974 -1.2204886 -1.1017184 -1.0012841 -1.0042151 -1.1271112 -1.0926179 -1.1821744 -1.1319381 -1.0474639 -0.8541775 -1.0456319 -1.0555385 7
"36" -0.42225702 -0.82470892 -1.0115547 -0.85708385 -1.0368445 -1.460221 -0.67335527 -0.7003149 0.67078463 0.0022651137 -0.50386592 -0.85340503 -1.0937141 -0.61337237 -1.1972018 -2.3331411 -1.0394196 -0.93679398 -1.04946 -0.87400434 -0.16739388 -0.71608092 -1.0334932 -0.95487811 -0.98685603 -0.91893289 -1.099755 -1.0118199 -1.0792868 -0.91258673 -0.84284179 7
"37" 1.7464211 0.96885287 1.0460413 0.97003945 1.4253665 0.54257984 -0.43139634 -0.62627672 -0.4892503 1.6222526 -0.11368987 -0.58885269 -0.25191101 -0.61337237 -0.5275336 -1.2237177 -0.036739908 0.87094238 0.066617369 -0.25532658 2.0478449 4.2134226 1.293796 0.29113672 -0.036548221 2.6724844 0.96930094 1.8569476 -1.3158497 -1.3601341 -1.1529153 8
"38" 1.265811 0.78403672 1.1362105 1.5648169 0.80310797 0.62922694 0.54730878 -0.38143693 -0.66274643 1.5160611 -0.53946724 -0.031850723 -0.11890905 1.7593055 -0.81370696 0.035258055 0.47164931 0.45554604 0.20332546 1.9951963 0.72216167 0.26268722 0.24572891 0.24607715 -0.31720834 2.2912455 1.9593631 0.65249032 2.4703436 1.9058719 1.0626879 8
"39" 0.8523212 0.046774995 0.41377048 0.88943529 0.40188323 0.5467556 -0.27142556 -0.26065315 -0.87779818 1.4859329 -0.57423735 0.11703539 -0.77302719 -0.61337237 1.2582482 0.87236483 -0.35536626 0.29695619 0.026418189 0.8621479 -0.38264054 0.34564443 -0.11954631 -0.035785145 -0.1632179 1.3517621 0.35230186 -0.12049544 1.4098586 0.30469562 0.3700648 8
"40" 0.64125225 0.2666976 0.25353003 1.1679784 0.2092799 0.95545852 -0.42994332 0.17346427 -0.70050539 -0.41484854 -0.40754363 0.14628074 -0.21182515 -0.61337237 0.41000182 -0.96909601 0.43227596 0.74360884 -0.2438486 -0.83917958 -0.62975813 0.51825595 0.85333276 0.89403144 0.29539993 1.3119288 1.3307886 0.39180548 0.5687776 -0.089527005 -0.25280722 8
"41" 1.285136 1.8279316 1.8798348 1.5020446 0.58136376 1.3438046 -0.097824007 -0.023121138 -1.1369686 1.5311835 -0.49900118 0.1781622 -1.0669902 -0.61337237 0.41000182 -0.33254166 0.58754886 1.5902899 0.78127501 1.3966232 -0.20430699 0.21295417 0.93095226 0.59942967 0.057518641 0.94404268 0.18030226 0.21453223 1.6747844 2.3878045 0.6061604 8
"42" -1.0722455 -0.49756444 -0.17776122 -1.0533571 -0.80481756 -0.75138507 -0.35383259 -0.50018375 -0.24628242 -1.8649502 3.0096914 2.2984567 -1.0937141 -0.61337237 3.0886744 2.0318031 -0.37583725 -0.85605436 -0.29647378 -1.1478092 -0.9385484 -0.82763684 -0.39518316 -0.64976182 -0.49742987 -1.0070485 -1.1322507 -1.0757317 -1.0573924 -1.0423417 -0.93321887 9
"43" 0.10338309 0.9044617 0.94555151 -0.81594186 -0.29342926 -0.15738262 0.27994859 -0.39983907 -0.25234421 0.082370846 0.92976616 0.90654641 -0.43363359 1.9755158 -0.72962458 0.1054684 0.67221949 0.21616842 0.48038598 0.57039813 0.0053270135 0.253368 -0.28347376 -0.25197472 -0.58717965 0.010344163 -0.36475474 -0.17863376 0.03455785 -0.48533866 -0.62797634 9
"44" -0.7477224 -0.23696536 -0.33419935 -0.76073787 -0.29476409 0.34162119 -0.38535658 -0.43242682 -0.1213599 0.51520341 0.76782673 0.66223104 -0.7463033 -0.61337237 1.0052624 0.83447467 -0.085515175 -0.46744128 -0.60927383 0.19098539 -0.51881307 -0.41390693 -0.18617847 -0.47990671 -0.45778355 -0.20175098 -0.67397972 -0.7735801 -0.26664453 -0.76898176 -0.75311563 9
"45" -0.42921753 -0.16123988 -0.065321306 -0.72134401 -0.59941529 -0.92989898 -0.15265455 -0.55601427 0.017745945 0.72137447 -0.18180425 0.0759061 -0.5508052 1.1490008 -0.44705406 0.39242306 0.22555454 -0.21822706 -0.24592222 -0.70345904 -0.81994738 -0.84296043 -0.39141881 -0.68629103 -0.83384217 -0.49779448 -0.97671186 -0.77539579 -0.045875471 -0.51590087 -0.54806298 9
"46" -0.54720867 -0.7423803 -0.93496525 -0.88599355 -1.0564633 -1.3083276 -0.58761832 -0.64335228 0.13495765 0.00057356272 -0.5378916 -0.90536692 -0.39316595 1.5712339 -0.78245968 0.17374281 -0.93074577 -1.0210857 -0.9157197 -0.36496799 -0.76147856 -0.76965066 -1.012491 -1.1111568 -0.999542 -0.94815929 -1.0752083 -1.1548121 -0.49173944 -0.79646555 -0.96139878 9
"47" -1.0135678 -0.52299153 -0.77798392 -1.0046238 -0.38279013 0.42304859 -0.44179859 -0.49306098 -1.156093 -0.047657859 3.6754271 2.9224061 -0.66051731 -0.61337237 2.3778549 1.7324774 -0.51862441 -0.15076871 -0.75920008 -0.77282897 -0.61924792 -0.42644602 -0.19688417 -0.49241236 -0.48449213 -0.74812891 -0.7078819 -0.78228881 -0.34874056 -0.42350402 -0.53606969 10
"48" -0.63659125 0.249615 -0.02132308 -0.81721852 -0.0633506 0.24192482 -0.073608628 0.088691684 -0.14723658 -0.44878745 1.9807653 1.5602958 1.3247995 -0.61337237 1.4963524 1.0815184 0.50416148 0.013645338 0.55973396 0.39262177 -0.39594148 -0.17748858 0.26418372 0.1991302 0.082382592 -0.15208308 -0.59840354 -0.57286774 -0.084520208 -0.53875136 -0.68726958 10
"49" -0.9309966 -0.29825702 -0.15060182 -0.96688461 -0.50411367 -0.59479391 0.076429853 -0.50169713 -0.58080769 0.4772636 2.7747109 2.1095098 1.3099423 -0.081225508 0.98697646 1.0273317 0.20469511 0.015444075 -0.11543292 -0.60656745 -0.24622211 -0.3851675 -0.40546472 -0.73081447 -0.38677385 -0.54057816 -0.7116437 -0.71007324 -0.5958714 -0.83605532 -0.76337309 10
"50" -0.34462888 0.083284009 0.18345878 -0.51546601 -0.032133388 -0.039417284 0.50863664 -0.13275024 0.087646487 -0.67858477 0.10209689 0.088475355 -0.18510126 0.9124794 -0.64737938 0.39535321 0.3664052 0.68952044 -0.13974544 0.62118699 0.46151511 -0.20311395 0.47717088 0.22701905 0.028275891 -0.33552999 -0.027556813 -0.39169729 0.062480671 -0.13633988 -0.61527608 10
"51" 0.34786135 0.21219202 0.41485686 -6.6999678e-05 0.57192104 0.62505118 -0.0099764574 0.39803536 0.20307706 -0.026804271 -0.31760284 -0.10491952 -0.016740645 1.2663728 -0.61622741 -0.096107167 0.4208517 0.19407082 0.3873869 0.5182569 -0.27116442 0.31615168 1.3155696 0.79812814 0.56001258 1.629738 -0.095869661 0.084057613 0.47166911 -0.32056144 -0.18395725 10
"52" -0.60037733 -0.37959396 -0.63947099 -0.52966568 -0.42666556 0.22939753 -0.4257268 -0.31955015 -0.2928192 0.19735378 -0.41038958 -0.099207466 -0.50578814 1.9308771 0.60930783 1.4071571 -0.6885277 -0.35367877 -0.36709191 -0.6230407 -0.20433203 0.16764776 -0.47418583 -0.58971227 -0.37255557 -0.46656082 -0.38065749 0.28464799 -0.69494979 -0.82219123 -0.50116789 11
"53" 0.32032479 1.0754376 1.3963975 -0.26162427 -0.071713158 0.19129368 -0.084105869 -0.14572469 -0.45251045 0.47412525 -0.49497948 -0.14693886 -0.69285547 -0.61337237 0.47696864 -0.036998533 1.5970325 0.63177964 -0.11881832 1.1176225 0.036734632 0.54246482 -0.1726969 0.083953125 -0.043229374 -0.21801283 0.45360748 0.49563194 -0.57927733 0.15103456 -0.27755965 11
"54" 0.075601845 -0.58309955 -0.31518777 -0.35037194 -0.16197939 -0.061340046 -0.29738374 -0.32290085 -0.46616872 0.6203259 -0.38284787 -0.12171344 0.95333717 -1.8708089 0.26237721 -0.75691123 0.079866446 -0.20231431 0.10535744 -0.9518055 0.31895655 0.5522528 -0.43683826 -0.2417466 -0.047400335 -0.35510914 -0.054458923 -0.19896121 -0.23313251 -0.038514198 -0.51141824 11
"55" -0.18467845 -0.18115179 -0.33963123 -0.32862418 -0.24969194 -0.51806425 -0.25818248 -0.15499361 0.21818045 0.057909186 -0.65282276 -0.88257515 0.34683175 -0.46147325 -0.25045397 -0.3492855 -0.25796042 -0.3050074 -0.14004841 -0.63376306 -0.066681178 0.045659188 -0.18894806 -0.0047195743 -0.11187466 -0.36305284 -0.20598587 -0.064275008 -0.56821234 -0.55910865 -0.35618941 11
"56" -0.54600664 -0.25736653 -0.38797496 -0.40337147 -0.56780278 -0.70806151 -0.25604296 -0.29583015 0.19075833 -0.13284192 -0.66229959 -0.87830465 3.2415717 -1.7795669 -0.18499832 -0.45075888 0.09047607 -0.48847891 -0.46603444 -0.2875165 -0.022449894 -0.46378416 -0.53366834 -0.56768175 -0.30480151 -0.56042205 -0.47386201 -0.61024264 -0.47680548 -0.57029627 -0.56023279 11
"57" -0.77198621 -0.75566213 -0.84533923 -0.74017703 -1.0832917 -1.2169828 -0.58679053 -0.61537157 -0.52213838 0.44987518 -0.61831086 -0.71120966 -0.82118075 0.92028986 -0.54514221 0.78685409 -0.69247791 -0.74759701 -0.79740161 -0.81985309 -0.55795924 -0.56939283 -1.1320608 -1.1060821 -0.93748964 -0.71715578 -0.86394328 -0.81769911 -0.8446762 -0.82880631 -0.51287308 12
"58" -0.73126389 -0.71023336 -0.80785926 -0.75466187 -1.018087 -1.1486046 -0.47122395 -0.62824447 0.010060379 -0.16401521 -0.61181881 -0.83780263 -0.57436209 1.8408031 -0.91193361 0.42553291 -0.82433857 -0.9071713 -0.72462118 -0.60362593 -0.82325593 -0.64391793 -1.0045658 -1.0460115 -0.84382455 -0.90985756 -1.0018088 -0.81394411 -0.73207047 -1.0102402 -0.84931874 12
"59" -0.83220205 -1.0315449 -1.2489279 -0.95891424 -1.2988697 -1.6058508 -0.65506105 -0.70989731 0.11159078 -1.0838061 -0.59404893 -0.93515404 1.6610753 0.31600337 -0.76833302 -0.43174885 -1.0998055 -1.1512567 -0.94166468 -0.64603445 -0.76756073 -0.76160927 -1.2757057 -1.2982161 -1.1477565 -1.0352939 -1.120761 -1.0829465 -1.0513783 -1.1654685 -1.0050701 12
"60" -0.70122088 -1.0249403 -1.2103615 -0.76244449 -1.1689854 -1.4852756 -0.62346658 -0.7146118 0.26796488 -0.047135402 -0.59509798 -1.261776 0.93440776 -0.041733494 -0.83590338 -0.36741499 -0.89599822 -0.89032765 -0.90311219 -0.68504923 -0.89002732 -0.75298577 -0.94682805 -0.98544422 -1.0107009 -0.90796009 -1.0156045 -1.2149894 -0.79295527 -0.89241517 -0.9039245 12
"61" -0.67191686 -1.3015551 -1.3407267 -0.62517268 -0.96171936 -1.0468204 -0.68052633 -0.6977286 -0.50544589 -1.1484621 -0.37197941 -0.48525373 -1.0937141 -0.61337237 3.0886744 2.0318031 -1.174326 -0.74830395 -1.2075637 -1.2204886 -1.1017184 -1.0012841 -0.84666195 -0.8698637 -0.63328484 -1.1970267 -0.95391119 -1.0066931 -0.70565641 -0.73572511 -0.72104678 13
"62" -1.2128961 -1.3015551 -1.6698986 -0.50649089 -1.3164614 -1.4800559 -0.68109484 -0.73086478 0.80904226 -1.356382 0.11214442 -1.615002 -1.0937141 -0.61337237 -1.1972018 -2.3331411 -1.4136641 -1.4672005 -1.4257647 -1.2204886 -1.1017184 -1.0012841 -1.3327324 -1.1560249 -1.20087 -1.1626899 -1.0470432 -1.0889119 -1.3158497 -1.3601341 -1.1529153 13
"63" -1.2128961 -1.3015551 -1.6698986 -0.66936112 -1.2405656 -1.5948894 -0.68109484 -0.73116076 5.3060105 -3.4135978 1.0849486 -4.2010182 -1.0937141 -0.61337237 -1.1972018 -2.3331411 -1.4136641 -1.4672005 -1.4257647 -1.2204886 -1.1017184 -1.0012841 -1.4142672 -1.1322242 -0.82833228 -1.4574721 -0.88010522 -1.0288092 -1.3158497 -1.3601341 -1.1529153 13
"64" -0.7521064 -0.7654569 -0.94311307 -0.20143768 -0.29317154 0.42774633 -0.5065917 -0.27286796 -0.8786441 -0.14847113 -0.31032677 0.4849452 1.1024184 -0.21363021 -0.78583417 -0.28526403 -0.69814892 -0.57171115 -0.64508806 -0.81915365 -0.28068172 -0.33148574 -0.22563725 -0.054018863 -0.15307147 0.14969417 -0.42193845 -0.35141615 -0.07383751 -0.26622285 -0.31147375 14
