"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "id"
"65" -0.22626913 -0.47829853 -0.70139442 -0.15042447 -0.025662512 0.18189821 -0.33215611 -0.13653681 -0.20225582 0.20763874 -0.59022419 -0.65733286 -0.14056141 -0.61337237 0.24795867 -0.33961448 -0.2415635 -0.090209842 -0.15215054 -0.11824344 -0.34419439 -0.054715255 0.012633358 0.072655044 -0.18493007 0.77632097 0.15928836 -0.27451981 -0.091706752 -0.5774252 -0.46360217 14
"66" 0.35690633 0.66800111 1.0384366 0.21252153 0.80365031 1.4873465 0.38389196 0.82580001 -0.1150943 -0.28995325 -0.43628878 -0.59013837 1.2546492 -0.079855332 -0.42150282 -0.44469646 1.3463262 1.4005372 1.2313038 0.89390549 0.85580867 0.285873 1.594166 1.1485185 0.83790676 0.59625124 0.78669081 0.74282185 -0.29728945 0.33464571 -0.12105886 14
"67" 0.44135774 0.20675078 0.27851668 0.59064065 1.1591635 3.7166825 0.52871505 1.6386536 -0.10224416 -0.86845761 -0.53269747 -0.59490578 1.0161384 -0.42241319 -0.52545019 -0.56776366 0.82226121 2.5527392 0.16347097 1.1530245 0.24900842 1.2667082 2.0113057 1.5685897 1.4966989 1.2836697 0.9016402 0.67482352 0.39752718 0.76435499 -0.26539441 14
"68" 0.73217426 1.2625949 1.3491402 0.60650462 1.0188973 1.4194903 -0.080244464 1.4112206 0.6987036 -1.404951 -0.64292664 -1.2344178 -0.10158904 1.8128576 -0.23734408 0.48133859 0.67566946 0.68864465 0.45157972 0.96606936 0.072268377 0.96987013 2.1011649 1.6009869 1.3942254 1.3265033 0.47096166 0.72246786 0.52558807 1.2858371 -0.31041873 14
"69" 0.22822736 0.70737431 -0.0093729446 1.9817327 1.7121148 0.5733761 0.13245246 0.31531983 1.4904311 0.25893708 1.2791235 1.3581161 0.50972033 -2.2999676 0.54393545 -0.55988249 2.2810626 1.2486245 2.8524823 -0.46744529 3.5515216 1.7966701 0.82019946 1.4556392 2.1078199 1.5241405 2.1321916 3.4250368 1.3628536 2.1057788 0.4777736 15
"70" 3.7382692 -0.48972118 1.5023192 2.6003822 2.5029317 0.98103507 0.083249101 0.21000329 4.6799543 -1.2155656 1.5158295 1.0697678 1.9928971 -0.61337237 -0.021562084 -0.3780098 2.9737012 3.0598278 0.7749982 0.080302873 -0.15246554 0.09231201 4.4231557 5.3511135 5.4309767 -0.04250701 3.123418 1.2799072 -1.0992646 -1.2192426 1.9809109 15
"71" 0.89531611 0.74856829 0.76195397 1.1918956 0.48728923 0.26958926 -0.62947447 -0.44273186 0.25437926 0.000548714 -0.46547432 -0.4539856 -1.0937141 -0.61337237 -1.1972018 -2.3331411 -0.11925997 -0.42991669 -0.34724144 0.79115882 -0.2019436 -0.80521931 0.58273985 0.17952952 0.18427148 0.96329983 0.3662948 -0.14691649 1.8611838 -0.44588172 0.18427278 15
"72" 0.4468976 1.140651 0.5892202 0.18066504 1.3504065 0.23305132 -0.14269924 0.79229765 2.1679884 -0.022969518 0.23380613 0.51057024 1.7924678 -0.61337237 -0.66146723 -2.1772502 1.7608111 1.4984427 0.9142238 0.27925248 -0.14055215 0.18555217 1.4394462 1.509473 1.0267175 1.3766592 1.7472234 0.56253125 0.8847292 1.3164798 0.44613728 15
"73" 1.4715831 1.1930834 0.87602345 1.0309653 1.3820759 0.37920307 1.9077015 1.204923 1.507261 0.090624169 -0.4514364 -0.26474924 2.3635092 0.16881691 -0.54925078 0.23295642 0.47921168 0.81450515 2.2098699 0.15478102 1.9587686 3.908938 0.65009461 1.1226865 1.3973302 0.58572104 1.6329606 2.5354291 -0.16203442 1.7182337 1.9381496 15
"74" 1.1124596 1.3822476 1.0873236 0.44704422 1.6499658 0.5822496 1.6729512 1.4791049 1.0234943 0.63847548 -0.062666272 0.6996383 0.51726897 1.345008 -0.72704371 0.41009528 0.54854783 0.73631282 1.5124324 1.1035615 0.39454018 1.8543675 1.3103253 1.164452 1.6622828 1.1197901 0.93328432 0.91353775 1.150108 1.3864115 0.95704342 15
"75" 0.31417504 0.97666855 0.98683379 0.33390179 1.1137014 0.48568505 1.0206885 0.98429054 1.714567 -1.0244227 -0.35868792 -0.48364539 0.42954861 -0.61337237 0.41000182 -1.241905 1.3846375 1.2428943 1.6638146 1.2578671 1.38592 1.1054748 1.4035243 1.050196 1.1094832 0.77644091 0.92102433 0.6066988 0.65858015 1.0880929 0.4319576 15
"76" 1.3516372 1.035775 1.0091045 0.7114818 1.0716786 0.50708584 1.2153469 1.2760208 1.4279166 -0.71686104 -0.60723232 -1.0595245 -0.019655977 0.71534395 -0.58333065 0.21417865 0.96549306 1.4772126 1.9874496 1.0504081 0.98093751 1.6806581 1.3757482 1.5051088 1.701017 1.0806769 1.1618059 0.98095308 0.30796223 2.1754162 0.38753285 15
"77" 0.20873666 0.47629683 0.080796258 0.10359036 1.1633446 0.27637488 0.32056687 0.59334598 0.66679086 0.71339778 0.25272762 0.76161181 -0.27863491 -0.61337237 1.049907 0.55863446 0.87110149 1.100648 0.94819548 -0.1169082 1.5399242 -0.039705299 1.130359 0.92169125 1.4152199 1.0315052 0.3343494 0.92464178 0.81368341 1.7129971 0.62202465 15
"78" 1.0279721 2.1776763 0.92925587 0.31534066 1.9794983 0.43035618 0.45970242 0.73020046 2.8016533 0.074176855 0.87740262 1.2430401 2.8347002 -0.61337237 -0.66146723 -2.1967366 1.836642 0.96099177 2.0583591 -0.30431195 -0.25135238 0.9476542 1.4278154 1.8249877 2.9340181 0.83292285 1.6905255 3.5631042 1.3540054 2.5341006 2.2400422 15
"79" -1.2093253 -1.3015551 -1.6677258 -0.53058587 -0.41881607 -0.55825597 -0.67637395 -0.62375549 -0.18913565 0.40126469 -0.25928442 -0.0017621232 -1.0937141 -0.61337237 3.0886744 2.0318031 -1.4025594 -1.1873293 -0.31737453 -1.2204886 -1.1017184 -1.0012841 -0.24211392 -0.71561475 -0.73794528 -0.10016977 -0.46952623 -0.63735317 -0.81779946 -0.79216584 -0.5055819 16
"80" -0.89155874 -0.9164517 -1.1478949 -0.68787234 -0.49781249 -0.60366741 -0.57809739 -0.13108152 0.42396385 -0.80189982 -0.11291442 0.10187986 0.075128802 1.2400341 -0.98523534 0.11829723 -0.9931089 -0.84025465 -0.67928513 -0.48043331 -0.54437128 -0.36744447 -0.33607609 -0.33933904 0.078664694 -0.60194516 -0.53177889 -0.45409872 -0.54246823 -0.89474226 -0.66231062 16
"81" -0.38506098 0.01021589 -0.35212455 -0.1494077 0.6469269 0.60939206 0.62120348 1.2068917 0.16817216 0.41852529 0.28499169 0.55880287 0.90211635 0.176836 -0.34369728 0.00048743327 0.55552618 0.30060203 0.14514956 0.92838048 0.57626245 0.034965397 0.66469986 0.61903514 0.61925659 0.8976505 0.26013948 -0.10309009 0.50474928 0.54208507 0.1337778 16
"82" -0.64779483 -0.18300921 0.017243266 -0.11570076 0.23915104 -0.15111897 0.31323591 0.35038911 0.39054779 0.49448287 -0.16608703 0.26731862 -0.59242057 0.63811145 0.038506228 1.2789802 0.32425768 -0.15669822 0.052501491 -0.46458928 -0.064774472 -0.058793304 0.2076791 0.2529505 0.096698143 -0.037661987 0.12899653 -0.10976548 0.21682682 0.4131983 0.11405204 16
"83" -1.2128961 -1.3015551 -1.6698986 -1.1406391 -0.34304333 0.78947189 -0.68109484 -0.21154335 -0.74401368 -2.7497994 5.5359207 3.5648928 -1.0937141 -0.61337237 3.0886744 2.0318031 -1.0380736 -0.85011389 -1.1531542 -0.59612701 -0.099936422 -0.88411234 0.81069188 0.50245341 -0.089039833 -0.7179668 -0.27466237 -0.57014657 -0.92784009 -0.57243117 -0.85718183 17
"84" -0.68926084 1.0231839 0.56043124 0.16560018 2.3081736 0.81191662 -0.58176729 1.3992574 2.1433387 0.41601697 0.96429806 1.0449263 -1.0937141 -0.61337237 -0.1257327 -1.241905 -0.80961722 -0.95186199 -0.20243264 -1.1552072 -0.16996439 -0.85704297 1.5894639 2.3044694 2.5508641 0.48092233 0.76887462 1.4934957 1.11297 0.63029031 2.0026013 17
"85" 1.3353304 3.292043 1.556638 0.42543409 2.1865701 1.0332321 1.6304428 0.56500442 0.34062339 1.2413533 0.26144576 0.83797198 1.177818 -0.61337237 0.11237155 -0.78072789 3.8653482 1.8153754 1.0112518 -0.10182265 4.9830708 1.7567794 0.91927835 1.2436668 0.84725232 1.0656881 1.7527181 1.681349 -0.39960207 1.4419917 1.8839374 17
"86" 2.995613 4.7582395 3.2714824 2.2096591 3.4584573 2.681093 2.2579055 3.0329856 0.43560141 0.57761026 -0.36302561 0.059739777 0.91057893 -0.61337237 1.8832718 1.1224398 5.2658467 3.6904376 1.2119452 3.5695468 2.618606 1.9328309 4.8468159 2.6040807 2.2855888 5.4036514 2.0407912 0.26527604 3.8503698 5.1281769 1.378914 17
"87" 2.7856109 -0.66156581 1.2486504 2.0209647 1.0760625 1.7144036 -0.35299285 0.98246161 -0.27452503 -0.068488246 -0.57456008 -0.64861265 0.53644422 -0.61337237 -0.021562084 -0.76903608 0.65166345 2.3265314 0.73237484 4.5617857 1.3474816 1.584998 2.043391 2.064096 1.9046505 1.8410969 2.2628422 1.8109081 1.2771364 2.8600838 0.96794949 17
"88" 0.82132363 1.434609 1.5126397 0.95270631 1.0753198 0.99095251 -0.24515409 0.18545614 0.056675544 -0.057417509 -0.59421749 -0.73511545 -1.0937141 -0.61337237 -0.1257327 -1.241905 0.24668442 0.33915157 1.3292032 0.56149971 -0.23235428 0.99294567 0.45061711 0.66583547 0.66060861 1.7898931 2.1362674 1.4993871 0.3825777 1.3473145 0.71632555 17
"89" 1.2420427 -1.3015551 -0.17613165 2.5699803 0.42311549 1.4946541 -0.67594558 -0.68076881 -0.10977879 0.75992947 -0.36469329 -1.3045513 -1.0937141 -0.61337237 3.0886744 2.0318031 0.46161758 0.22048146 -1.3420819 -1.2204886 -1.1017184 -1.0012841 -0.59754953 -0.39380401 0.21129425 0.23329923 0.56836811 0.76953014 -0.73391979 1.878085 2.3924958 17
"90" -0.97010739 -0.60174612 -0.73344251 -0.24208429 0.20423393 0.30142946 -0.20014138 -0.23922408 -0.44753427 0.75491117 -0.26525135 0.28731161 0.58157885 -0.30713863 0.63923727 0.96673152 -0.097859476 -0.33135626 -0.50380347 0.4271816 0.18957246 0.86770831 -0.12795944 -0.012698148 0.21437662 0.052521627 0.0079310496 -0.02196989 0.11617729 -0.074036777 -0.50046142 18
"91" -0.34482162 -0.26340637 -0.52268558 0.15417624 0.33799033 0.62452921 -0.4406696 0.09226598 -0.55020085 0.70752512 -0.52086505 -0.2340377 0.089264199 0.99040918 -0.48844482 -0.22948048 -0.66304525 -0.25672267 -0.32623777 0.35300247 0.26224627 -0.39621468 0.30530148 0.026442591 -0.06438084 0.33718712 0.12929511 -0.11243252 0.62237541 -0.27568491 -0.098341272 18
"92" -0.32003762 -0.37592264 -0.35592687 -0.21474409 0.17595058 0.40425765 0.10092521 0.36215845 0.053931753 -0.60059999 -0.43746225 -0.29780234 0.62332083 -0.090056706 -1.0448689 -0.43259744 -0.044988338 -0.17334223 -0.51030244 -0.063420453 0.15262249 -0.3062418 0.57995649 0.69438905 0.44494187 0.082580879 -0.27523197 -0.30827201 -0.19772203 -0.1795928 -0.14784792 18
"93" -0.058771331 -0.060254996 -0.12452879 -0.03416773 -0.056785028 -0.022714228 -0.17273545 -0.13373609 -0.31903387 0.37298913 -0.61086347 -0.64311754 0.58078162 0.33861013 -0.71734301 -0.56070917 0.033844121 0.36786325 0.37544995 0.2011622 0.12541715 -0.077332627 0.051929039 -0.11349286 0.18894198 0.21340737 -0.023274183 0.04345626 -0.040726398 0.29445338 -0.39879805 18
"94" 0.09743259 0.24438483 1.0433253 -0.21141111 0.11126239 0.2972537 1.4419084 0.30867983 0.023016776 0.10745385 -0.41267143 -0.25008425 0.25407724 0.17716606 -0.88905167 0.11496591 0.5206749 0.95885097 0.76547374 0.36553852 0.044301132 -0.19569096 0.18550904 0.47718874 0.48780098 0.10699612 0.14646492 0.12525483 0.14605904 0.073316848 -0.10369597 18
"95" -0.37510783 -0.098584692 -0.0093729446 -0.094236975 -0.32284265 -0.22889258 -0.39981929 -0.34592167 -0.27879511 0.091525949 -0.64348206 -0.86445663 -0.47779166 0.40549046 -0.51027913 0.27312325 -0.4510158 -0.24880926 -0.32369184 0.12362065 0.24428308 -0.15543418 -0.18839605 -0.2519415 -0.41011715 -0.37006028 -0.17389538 -0.099159504 -0.15538984 0.24061302 -0.22341826 18
"96" -0.37591466 -0.60908207 -0.73126976 -0.12811501 0.044688623 0.44497135 -0.50130541 0.15000183 0.017546745 -0.47995053 -0.47840757 -0.21677367 2.1679386 -0.32057246 -0.47425776 -0.43911038 -0.46836747 -0.42122227 -0.098933363 -1.0984468 -0.79776772 0.58456761 0.28395669 0.30402243 0.53980418 -0.60067442 -0.46262971 0.059384394 -0.1063158 -0.55716057 -0.14787363 18
"97" -1.2128961 -1.3015551 -1.6698986 -1.0940581 -1.1494737 -1.654916 -0.68109484 -0.6966467 5.1825263 -3.2747518 1.8988365 0.59714763 -1.0937141 -0.61337237 -1.1972018 -2.3331411 -1.4136641 -1.4672005 -1.4257647 -1.2204886 -1.1017184 -1.0012841 -0.55899765 -0.016693184 -0.53454877 -0.88778685 0.038624867 -0.85242391 -0.27209477 0.092453661 -0.33465417 19
"98" -1.2128961 -1.3015551 -1.6698986 -1.0634784 -0.59378865 0.049839674 -0.68109484 -0.59976276 -1.1983046 -1.3393656 3.809297 2.7063488 -1.0937141 -0.61337237 3.0886744 2.0318031 -0.7414024 -0.83098191 -1.0673766 0.94850649 0.92371209 -0.75948097 -0.14591348 -0.1098522 -0.33690554 0.20401024 -0.52685259 -0.48859981 0.98444818 -0.52807299 -0.52307195 19
"99" 0.5078191 0.81541014 0.91458979 0.93593093 1.8437326 2.1413755 0.70935533 1.2137144 0.25723242 0.016678193 -0.52899085 -0.77572578 -0.14005238 1.0969652 -0.44498677 -0.17405259 0.81877789 1.8455962 2.4957629 -0.69382689 1.2099693 0.51487251 2.8144638 2.5861052 1.6698524 1.8381245 1.3953021 1.2854505 1.1194043 -0.2628371 1.58962 19
"100" 0.36808451 0.15006077 0.82333421 1.9922539 0.86299862 1.3636395 0.88012795 0.11764856 0.15782879 -0.5494141 -0.62702895 -0.95900471 -0.46431402 0.90722873 -0.81301516 0.14504635 0.6179882 0.9051274 0.74198602 0.19464458 -0.2303806 1.5062738 1.2920843 0.71967896 0.62980207 0.65195807 0.48974429 1.5276548 0.45726268 0.88934116 2.9769676 19
"101" 1.4778444 1.1803265 1.0259433 2.4150549 0.94135911 1.7582492 0.10500826 -0.22935883 -0.53043315 -0.14895612 -0.45151562 -0.71152 -0.13165343 -0.61337237 0.81180271 -0.22341805 2.9784511 0.62534445 0.79398001 1.3853806 2.7512579 0.77729501 2.0204634 1.3763946 1.1809108 0.26761342 1.5424145 2.0188375 1.517596 1.5271985 2.227388 19
"102" 0.17815759 -0.033370721 0.73262182 -0.12330533 -0.2330318 -0.12971818 0.70559723 0.11824187 -0.32388297 0.35141658 -0.62675835 -0.66080325 -0.03265704 0.26623869 -0.96620711 -0.066002365 0.25392022 0.11048595 0.55049447 -0.18405333 -0.012410271 0.28598977 0.059503878 -0.17132609 -0.20087019 -0.31849729 -0.38803484 -0.39288628 -0.27180385 -0.33271009 -0.38435963 20
"103" 0.15603136 -0.17285173 0.11175797 -0.10933632 -0.74535876 -0.69814407 0.16980223 -0.44848795 0.22242088 -1.5434016 -0.63461796 -1.3106262 -0.084566144 1.0302695 -0.98027549 -0.029858925 -0.011021722 0.22065794 -0.17593273 0.58199623 -0.21971775 -0.20234018 -0.27778835 -0.2862052 -0.37648716 -0.61872083 -0.44260972 -0.76136417 -0.14599392 -0.28272676 -0.61800105 20
"104" -0.29281476 -0.82292407 -0.95452001 -0.1115334 -1.0648232 -1.0734409 -0.66724164 -0.7061618 0.98185358 -2.5417255 -0.53803122 -1.8781221 -0.77302719 -0.61337237 -0.66146723 -1.9693957 -0.82572489 -0.41929196 -0.46842404 -1.2204886 -1.1017184 -1.0012841 -0.982797 -0.84135203 -0.77153594 -0.79077315 -1.29983 -0.93085668 -0.31604189 -1.2014471 0.023732204 20
"105" -0.42014614 0.80152632 0.99389524 -0.76997526 0.32626268 0.75136804 0.80695633 0.31020907 -0.068654899 -1.2207658 2.3544321 1.6597611 0.48984871 1.1788921 -0.33162225 0.46176199 0.35675011 0.90596819 1.308901 0.41539058 0.64158133 1.5207142 0.13421564 0.81315217 1.2455558 -0.10678245 -0.062660792 -0.0088588067 -0.69269695 -0.32661893 -0.16808456 20
"106" -0.22096557 0.49580659 0.5577153 -0.49493573 0.067631384 0.63549059 0.60175996 0.97898975 -0.31250428 -0.56893771 0.11510383 0.54959503 1.3529232 0.51050912 -0.37241895 0.21423111 -0.08616433 0.68643155 1.5650336 0.49513046 0.36134217 0.37158675 0.16915975 0.61468771 0.54657247 -0.02015897 -0.1674264 -0.34054462 -0.37976746 -0.47157516 -0.014261992 20
"107" 0.42477128 1.7008875 1.6169318 -0.28195027 0.060248312 0.77485672 0.64278032 0.67915869 -0.65117431 0.50810213 -0.28949173 0.29693993 -0.61039312 0.10995427 0.18871067 0.48848357 2.9340162 0.84924795 0.49689038 0.036625882 -0.34698964 -0.13332504 0.082311215 -0.043991343 -0.12980766 0.30056422 -0.0029521361 0.030135065 0.55170491 -0.19076278 -0.46270866 20
"108" 0.30438045 -0.039060716 0.82279103 -0.33586014 -0.48556616 -0.29622678 0.73958159 -0.064983597 -0.10146668 -0.099229594 -0.62134155 -0.81738873 -0.18133639 0.57207695 -0.95437813 0.12365765 0.61802771 0.089188677 0.15931259 0.52682274 0.0066982075 0.20768699 -0.31055519 -0.47152329 -0.38146788 -0.45673342 -0.44977431 -0.33560906 0.032273089 -0.61083472 -0.78081246 20
"109" -0.31821436 0.07470267 0.2459254 -0.53441049 0.072605312 0.36615381 -0.26822216 0.09470803 0.22823559 -0.81693056 0.49266233 0.61065147 0.4562725 -0.61337237 -0.55729661 -1.1630935 0.2987122 0.54459842 0.29960819 0.056609526 -0.43909005 -0.077964025 0.18287137 0.59007959 0.48673488 0.060908754 0.074655402 -0.4533355 -0.4772965 -0.41193223 -0.45138328 21
"110" -0.52175447 -0.13791382 -0.21850031 -0.51793457 -0.084318419 0.45071303 -0.17013817 -0.16697816 -0.59171249 -0.38388279 -0.047615871 0.27879915 -0.52869432 -0.61337237 1.0988034 0.69807016 -0.037340701 -0.050981022 0.63062728 0.27449365 -0.38002592 -0.60419466 0.16862654 0.063197322 -0.080989014 0.0340176 0.00070743061 -0.38927769 -0.18781759 -0.1408858 -0.40191169 21
"111" -0.78238084 -0.56520002 -0.67858052 -0.81864972 -0.79050577 -1.0212438 -0.47043285 -0.51886925 0.36713919 -0.53241898 -0.34985973 -0.55704733 0.13116056 0.52931163 -0.78725543 0.050630996 -0.46341335 -0.40858419 -0.50739998 -0.29773663 -0.4408623 -0.44553306 -0.67756613 -0.64519353 -0.62124825 -0.70460129 -0.79031735 -0.9180895 -0.60430106 -0.74136115 -0.72290214 21
"112" -0.98659539 -0.85916414 -1.1745111 -0.79651359 -0.79894671 -0.95182174 -0.59579152 -0.51126561 0.34826851 -0.68647861 -0.30390969 -0.13531262 -0.50979672 -0.61337237 -0.60819139 -0.7235679 -0.67239748 -0.76640914 -0.72353709 -0.43685116 -1.0192922 -0.33563047 -0.57350002 -0.79410386 -0.53258319 -0.69014937 -0.80391317 -0.80013078 -0.73545234 -0.70888812 -0.75486763 21
"113" -0.82389989 -0.57122072 -0.74810858 -0.58660519 -0.20586534 0.36197804 -0.21827518 -0.31300708 -0.79466532 0.16002746 0.13565987 0.59565236 0.059422489 -1.0343125 0.39259045 0.47159538 -0.6047905 0.2663288 -0.012957718 0.41556282 -0.8562025 -0.39730492 0.07777628 -0.031478984 -0.40052914 -0.46323965 -0.40649267 -0.36153514 -0.56071834 -0.52253385 -0.41935494 21
"114" -0.70043382 -0.82385114 -1.0034069 -0.64775064 -0.63011795 -0.15842656 -0.51646912 -0.49938056 -0.61411017 -1.3233551 -0.23974892 -0.1356662 -0.51075115 0.70749725 -0.30782776 0.50407266 -0.49864599 -0.54274385 -0.64689832 -0.68852957 -0.2100542 -0.41427475 -0.17429761 -0.29660383 -0.63505071 -0.63081083 -0.41707233 -0.73528189 -0.76765087 -0.82222703 -0.61883049 21
"115" -0.59004837 -0.48694203 -0.63240955 -0.39327534 -0.57822903 -0.48987784 -0.5268531 -0.53941066 -0.042693843 -0.031387908 -0.64987277 -1.0035541 0.1256249 1.561637 -0.5378236 0.46117905 -0.42830858 -0.44525719 -0.41944796 -0.16745747 -0.43608922 -0.31536292 -0.44543624 -0.59495103 -0.62624793 -0.44685343 -0.69414734 -0.59596954 -0.64901009 -0.43282368 -0.47737189 21
"116" -0.8315758 -0.85695699 -0.74702221 -0.85783584 -1.1386835 -1.4398642 -0.61505828 -0.70622789 0.094079822 0.042666591 -0.54409861 -1.107492 -0.689876 0.037835599 -0.67182135 0.36463622 -0.84606805 -0.52010511 -0.9577282 -0.59806081 -0.33939025 -0.67989686 -0.74424574 -0.91377313 -1.0693915 -0.61983914 -0.65664364 -0.9635699 -0.52878006 0.023062931 -0.47211256 21
"117" -1.2128961 -1.3015551 -1.6698986 -0.1728843 -0.75521114 -0.54677262 -0.68109484 -0.60196567 -0.38778041 -0.92198098 -0.48210647 -0.73338432 -1.0937141 -0.61337237 -1.1972018 -2.3331411 -1.4136641 -1.4672005 -1.4257647 -1.2204886 -1.1017184 -1.0012841 -0.52965903 -0.40121151 -0.43357986 -0.32303793 -0.8616185 -0.75605152 -0.62892594 -0.8293651 -0.42214166 22
"118" -0.19959475 -0.37281133 -0.58841132 -0.15403722 -0.6103011 -0.42410955 -0.59429547 -0.51554669 -0.18471774 -0.5255367 -0.55640375 -0.73821053 0.99075065 -0.61337237 1.2136036 0.73596032 0.08228283 -0.8088513 -0.88500937 0.97457614 -0.91076202 -0.62728216 -0.48100285 -0.45392633 -0.4857181 -0.15381361 -0.46664767 -0.49607034 -0.62721002 -0.72417897 -0.57961475 22
"119" -0.28037643 -0.63682535 -0.86326443 -0.48230253 -0.64371108 -0.50031725 -0.64516676 -0.54710823 0.04718916 0.073319447 -0.59918969 -0.86760846 1.7924678 -0.61337237 0.41000182 -1.0860141 -0.043533134 -0.81231426 -0.20362296 -1.2204886 -1.1017184 -1.0012841 -0.43732022 -0.66200847 -0.47091404 -0.71447444 -0.59604426 -0.63571383 -0.67830047 -0.34210114 -0.6361294 22
"120" -0.18309711 -0.19156951 -0.091394328 -0.4633261 -0.61768585 -0.55982189 -0.53817343 -0.5787141 -0.54908864 0.44601019 -0.48649543 -0.39128926 1.4651 -1.53728 0.086328892 -0.4724104 -0.40164714 -0.57425784 -0.49457294 -0.26741511 -0.19490316 -0.26560191 -0.35213146 -0.85784671 -0.71887294 -0.42212222 -0.62184846 -0.45659423 -0.21187855 -0.56224972 -0.28863043 22
"121" -0.52965214 -0.77792917 -0.78667493 -0.72834142 -0.95950526 -1.1026712 -0.60747547 -0.6368641 -0.025252121 -1.2889142 -0.55010477 -0.77507224 -1.0135424 -0.61337237 -0.66146723 -1.787523 -0.60666203 -0.56129295 -0.39397936 -0.56214683 -0.69105155 -0.68877005 -0.68764018 -0.77024397 -0.61907226 -0.95075854 -0.83381072 -0.79734201 -0.50384176 -0.79040916 -0.78130034 22
"122" -0.31236277 -0.71470505 -0.81437752 -0.73312271 -0.82215459 -1.0932758 -0.57598535 -0.64076837 -0.018896636 0.26306012 -0.43245081 -0.43777096 -0.45234031 -0.61337237 0.44348523 0.0084696067 -0.34846213 -0.40806114 -0.40816841 -0.58412925 -0.74017206 -0.75458525 -0.72776358 -0.77948046 -0.65643951 -0.82820199 -0.92352694 -1.0415109 -0.65375352 -0.58948662 -0.92483418 22
"123" -0.36544006 -0.62719194 -0.56777018 -0.67581573 -0.81395362 -0.95495357 -0.56736432 -0.62218707 -0.2510327 -0.29104159 -0.51607892 -0.53529024 0.3173082 0.80223046 -0.10400571 0.29006914 -0.399951 -0.74985001 -0.52057235 -0.51731852 -0.52026262 -0.25818515 -0.73576765 -0.6212764 -0.65503226 -0.90724943 -0.85008911 -1.0484765 -0.35348743 -0.31798364 -0.87581042 22
"124" -0.84763881 -0.41574365 -0.73126976 -0.58975829 -0.24871972 -0.32963289 -0.38458917 -0.24305898 0.084929343 0.36054151 0.0074032953 0.22640325 2.5340563 -0.61337237 0.84528612 0.58818876 -0.086359896 -0.28109859 -0.0020217952 -0.17052568 -0.089288632 -0.64825005 -0.3597297 -0.29251776 -0.21487672 -0.46004775 -0.69825878 -0.35387502 -0.72915962 -0.32476322 -0.086841163 23
"125" -0.90140818 -0.49461563 -0.59873189 -0.5691232 -0.21570859 -0.17982735 -0.41560066 -0.18420099 -0.70733798 0.73374558 -0.11577967 0.79154108 -0.071654778 0.8601825 0.63421893 0.98255134 -0.53376253 -0.65875357 -0.29724261 -0.50618193 -0.24389619 -0.31621153 -0.63791935 -0.2589869 -0.24630752 -0.63118776 -0.41609855 -0.053762679 -0.46015234 -0.27537103 -0.074759455 23
"126" -0.36661174 -0.56398363 -0.64707562 -0.31614754 -0.096557641 0.044619969 -0.46706764 -0.36902908 -0.82309638 1.224965 -0.37478545 0.50905302 -0.35880663 -0.61337237 0.7043582 0.96330115 -0.86211925 -0.27440132 0.41649711 0.15698649 -0.36217195 -0.38788026 -0.68981221 -0.41763502 -0.19910476 -0.48996169 -0.085328787 -0.0014724759 0.057625404 -0.24759552 0.097479587 23
"127" -0.44172649 -0.70803975 -0.86978269 -0.26798399 -0.20458414 0.20747477 -0.6353195 -0.37545681 -0.81576416 1.0319036 -0.22192454 0.47332664 -0.11829147 -2.0044443 0.24630518 -0.02942051 -0.86174442 -0.80079141 -0.75632109 -0.45921048 0.060320109 -0.33391507 -0.58535345 -0.33238443 -0.26628202 -0.34594837 -0.43583096 -0.15272977 -0.24986048 -0.22087807 -0.48635897 23
"128" -0.17378745 -0.33050534 -0.41133204 -0.021523847 -0.35132488 0.1343989 -0.65455092 -0.47645648 -1.0424076 1.069816 -0.41806926 0.24963962 -1.0937141 -0.61337237 0.94573634 -0.15066897 -0.94711283 -0.96228081 -0.85691839 -0.7813478 -0.43374568 -0.73380683 -0.85540243 -0.76437574 -0.42875798 -0.59979664 -0.38545604 0.23810121 -0.071301429 0.41863261 0.1433122 23
"129" -0.049188142 -0.27524455 0.056895988 -0.017629854 -0.54699481 -0.51754227 -0.5176193 -0.62648934 -0.82891671 1.3308824 -0.59954525 -0.29779845 -0.8203381 1.7518005 -0.60359059 0.76239717 -0.81930733 -0.72912082 -0.7390548 -0.74040434 -0.14697322 -0.36928653 -0.98738442 -0.90007684 -0.72295214 -0.97534995 -0.88463637 -0.69001364 -0.63076984 0.13976789 0.08144038 23
"130" 0.55147166 0.30552134 0.094375958 -0.26068025 -0.53622492 -0.65847431 -0.64796531 -0.68622382 -0.78821208 1.0524261 -0.3805315 -0.28426953 -0.77302719 -0.61337237 0.14213456 -0.87815969 -1.0191518 -0.53075366 -0.34272525 -0.81903067 -0.6641357 -0.77527281 -1.0565078 -0.82374944 -0.75302689 -0.87996104 -0.73064291 -0.6750694 -0.29146764 0.66109748 -0.064164604 23
